Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
17,17,Da zero a cento,Baby K,39,1379906,0.02%,https://www.youtube.com/watch?v=XzuV0_cot-g
18,18,Amore e Capoeira (feat. Giusy Ferreri & Sean Kingston),Takagi & Ketra,40,1317494,-0.02%,https://www.youtube.com/watch?v=N4pqF-hwFM4
19,n/a,I Love You,Ghali,1,1290481,n/a,https://www.youtube.com/watch?v=1oEy7y5WMv4
20,20,BAILA BAILA BAILA,Ozuna,11,1288743,0.1%,https://www.youtube.com/watch?v=32F2d-wj4Xw
21,28,HP,Maluma,3,1229317,0.43%,https://www.youtube.com/watch?v=iMEhjsiHbwM
22,22,Per Le Strade Una Canzone (feat. Luis Fonsi),Eros Ramazzotti,9,1180495,0.07%,https://www.youtube.com/watch?v=mYc9jSdhwMw
23,19,Taki Taki,DJ Snake,25,1178424,-0.02%,https://www.youtube.com/watch?v=ixkoVwKQaJg
24,21,Nera,Irama,38,1160476,0.01%,https://www.youtube.com/watch?v=ZSLewGyjhiw
25,26,Happier (feat. Bastille),Marshmello,24,1148367,0.23%,https://www.youtube.com/watch?v=m7Bc3pLyij0
26,23,Musica che resta,Il Volo,6,1003552,-0.07%,https://www.youtube.com/watch?v=6NaPnoAIPSM
27,24,Ti dedico il silenzio,Ultimo,14,996900,-0.05%,https://www.youtube.com/watch?v=vUXmB4-HYUI
28,25,Girls Like You (feat. Cardi B),Maroon 5,42,910562,-0.09%,https://www.youtube.com/watch?v=aJOTlE1K90k
29,32,Giant,Calvin Harris & Rag'n'Bone Man,8,839075,0.06%,https://www.youtube.com/watch?v=ir6nk2zrMG0
30,39,Bad Liar,Imagine Dragons,8,809963,0.17%,https://www.youtube.com/watch?v=I-QfPUz1es8
31,27,Happy Birthday,Sfera Ebbasta,16,809701,-0.07%,https://www.youtube.com/watch?v=JFOLJwOoorQ
32,n/a,Ho bisogno di credere,Fabrizio Moro,1,794115,n/a,https://www.youtube.com/watch?v=uedtrwR93dM
33,29,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,19,782273,-0.07%,https://www.youtube.com/watch?v=HbfFG15Xd9U
34,37,7 rings,Ariana Grande,9,765411,0.05%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
35,31,Dalla tua parte,Alessandra Amoroso,7,760930,-0.05%,https://www.youtube.com/watch?v=N1TO0j5jH68
36,46,La Luna e la Gatta (feat. Tommaso Paradiso Jovanotti & Calcutta),Takagi & Ketra,3,750042,0.21%,https://www.youtube.com/watch?v=UOGIB04HfVw
37,38,Mía (feat. Drake),Bad Bunny,23,749544,0.05%,https://www.youtube.com/watch?v=OSUxrSe5GbI
38,36,Stamm Fort (feat. Sfera Ebbasta),Luchè,9,709701,-0.05%,https://www.youtube.com/watch?v=UTCDcgQY328
39,84,I Can't Get Enough,Benny Blanco & J Balvin & Selena Gomez & Tainy,2,706180,1.29%,https://www.youtube.com/watch?v=Tztc73r8348
40,48,Say My Name,David Guetta & Bebe Rexha & J Balvin,20,679781,0.1%,https://www.youtube.com/watch?v=ft4jcPSLJfY
41,33,Se Piovesse Il Tuo Nome,Elisa & Calcutta,25,678446,-0.13%,https://www.youtube.com/watch?v=fXTfsPGYRn0
42,54,Aullando,Wisin & Yandel & Romeo Santos,4,671968,0.14%,https://www.youtube.com/watch?v=-n9krkSb-ug
43,40,Secreto,Anuel AA & Karol G,10,656351,-0.04%,https://www.youtube.com/watch?v=gFZfwWZV074
44,42,Bohemian Rhapsody,Queen,19,652803,0.01%,https://www.youtube.com/watch?v=fJ9rUzIMcZQ
45,41,La stessa,Alessandra Amoroso,26,646893,-0.03%,https://www.youtube.com/watch?v=iol7L98MksQ
46,n/a,Donna Domani (feat. Chadia Rodriguez),Luna,1,644294,n/a,https://www.youtube.com/watch?v=mCIwmbPOcAo
47,35,Rolls Royce,Achille Lauro,7,639036,-0.15%,https://www.youtube.com/watch?v=uS8Hk8aoLZY
48,52,High Hopes,Panic! At The Disco,14,627354,0.04%,https://www.youtube.com/watch?v=IPXIgEAGe4U
49,47,Adán y Eva,Paulo Londra,8,622369,0.01%,https://www.youtube.com/watch?v=aSjflT_J0Xo
50,44,Ngopp' a luna (feat. Nicola Siciliano),Rocco Hunt,9,620846,-0.02%,https://www.youtube.com/watch?v=nP00H6XEVUA
51,n/a,Certe donne brillano,Ligabue,1,615491,n/a,https://www.youtube.com/watch?v=J8hwaYvneIo
52,34,Billets (feat. Ninho),Capo Plaza,3,608957,-0.21%,https://www.youtube.com/watch?v=nb_y01aM0T4
53,51,Posso (feat. Max Gazzè),Carl Brave,18,577010,-0.05%,https://www.youtube.com/watch?v=0Txpx6D1K6Q
54,45,Nonno Hollywood,Enrico Nigiotti,6,536701,-0.13%,https://www.youtube.com/watch?v=qX0Zee7f6u8
55,57,Come no,Baby K,20,525112,-0.03%,https://www.youtube.com/watch?v=pRusg4dfGzg
56,55,Senza Di Me (feat. Venerus & Franco126),Gemitaiz,3,523744,-0.07%,https://www.youtube.com/watch?v=P2bNdwdvnaw
57,n/a,L'urdema vota,Marco Calone,1,522735,n/a,https://www.youtube.com/watch?v=4nEnR0aDHH8
58,70,Wow,Post Malone,2,508599,0.3%,https://www.youtube.com/watch?v=393C3pr2ioY
59,n/a,Sally Walker,Iggy Azalea,1,508058,n/a,https://www.youtube.com/watch?v=2Gy8eGr7AfM
60,56,Mala (feat. Anuel AA),6ix9ine,14,491840,-0.09%,https://www.youtube.com/watch?v=mOvSub-yTRI
61,53,Ella Quiere Beber (Remix) (feat. Romeo Santos),Anuel AA,15,476814,-0.19%,https://www.youtube.com/watch?v=0w3XwPVxcsw
62,30,LUNEDI',Salmo,9,476687,-0.43%,https://www.youtube.com/watch?v=l8oJnpwvIfg
63,65,2% (feat. Frah Quintale),Guè,8,469237,0.1%,https://www.youtube.com/watch?v=-f35Ov8Lb5k
64,78,365,Zedd & Katy Perry,5,461563,0.41%,https://www.youtube.com/watch?v=YrbgUtCfnC0
65,58,Fateme Cantà,Ultimo,4,447032,-0.15%,https://www.youtube.com/watch?v=B_QoSCiRvtY
66,n/a,Dio benedica il reggaeton (feat. Baby K),Fred De Palma,1,431993,n/a,https://www.youtube.com/watch?v=QYOaaRzbIOg
67,n/a,Thotiana (Remix),Shiva,1,421811,n/a,https://www.youtube.com/watch?v=-_JTN2hvh2A
68,60,NI BIEN NI MAL,Bad Bunny,9,411022,-0.14%,https://www.youtube.com/watch?v=4oiZdbwxUuQ
69,66,I'll Never Love Again,Lady Gaga & Bradley Cooper,14,409538,-0.02%,https://www.youtube.com/watch?v=52nfjRzIaj8
70,61,Mi sento bene,Arisa,6,409392,-0.1%,https://www.youtube.com/watch?v=wVnXfZa7S8I
71,72,Sunset Lover,Petit Biscuit,3,405136,0.14%,https://www.youtube.com/watch?v=5hALH-s6ZkA
72,63,Alone,Marshmello,7,390113,-0.14%,https://www.youtube.com/watch?v=ALZHF5UqnU4
73,64,Il coraggio di andare (feat. Biagio Antonacci),Laura Pausini,18,384568,-0.13%,https://www.youtube.com/watch?v=snR60ZXuaJc
74,67,Imposible,Luis Fonsi & Ozuna,14,383323,-0.08%,https://www.youtube.com/watch?v=De4FqIkvHX0
75,43,El Ritmo (AHI AHI AHI),Teo Bok,2,365882,-0.43%,https://www.youtube.com/watch?v=g8gCdPMH9-g
76,n/a,El Party (feat. Alessio La Profunda Melodia),Jake La Furia,24,362014,n/a,https://www.youtube.com/watch?v=exXAyh-rGiw
77,68,Los Angeles,Luna,17,359729,-0.1%,https://www.youtube.com/watch?v=Z6jMFQC9Z1o
78,n/a,Ammore,Niko Pandetta,1,351565,n/a,https://www.youtube.com/watch?v=Vqf4edUxPaU
79,n/a,Contra La Pared,J Balvin & Sean Paul,1,346575,n/a,https://www.youtube.com/watch?v=-gCe4WrmOIk
80,99,Si Se Da,Myke Towers & Farruko,2,343196,0.22%,https://www.youtube.com/watch?v=LXjRV-oSD1U
81,n/a,Na Na Na,Janax,1,338964,n/a,https://www.youtube.com/watch?v=91UQgNq3Vpc
82,59,Dancing With A Stranger,Sam Smith & Normani,6,335178,-0.33%,https://www.youtube.com/watch?v=av5JD1dfj_c
83,69,Sogni appesi(Live),Ultimo,16,334883,-0.15%,https://www.youtube.com/watch?v=WI54tFj3lmw
84,82,Chiaro Di Luna,Jovanotti,18,333324,0.08%,https://www.youtube.com/watch?v=Ro8PdDjKA3o
85,73,ME LLAMA,Ivan Granatino & Bl4ir,2,327449,-0.07%,https://www.youtube.com/watch?v=6HEVNa_ESCM
86,71,Prima di ogni cosa,Fedez,20,326154,-0.14%,https://www.youtube.com/watch?v=o4ltA8aQdpE
87,n/a,Vacía Sin Mí (feat. Darell),Ozuna,1,316655,n/a,https://www.youtube.com/watch?v=NlzbKxS0q5M
88,77,CAMBIARE ADESSO,Dark Polo Gang,10,314362,-0.04%,https://www.youtube.com/watch?v=esqoisiXa6A
89,91,Se Mi Dai Il Cuore,Angelo Famao,6,313963,0.05%,https://www.youtube.com/watch?v=bWSTRVEqN7Q
90,88,Love Me Like You Do,Ellie Goulding,10,309191,0.01%,https://www.youtube.com/watch?v=AJtDXIazrMo
91,81,Without Me,Halsey,11,307426,-0.01%,https://www.youtube.com/watch?v=ZAfAud_M_mg
92,n/a,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,7,307109,n/a,https://www.youtube.com/watch?v=A9hcJgtnm6Q
93,83,L'ultimo ostacolo,Paola Turci,6,306556,-0.01%,https://www.youtube.com/watch?v=Tt9ni9rFlrY
94,98,Don't Stop Me Now,Queen,16,300758,0.04%,https://www.youtube.com/watch?v=HgzGwKwLmgM
95,n/a,Just One Lifetime,Sting & Shaggy,1,298728,n/a,https://www.youtube.com/watch?v=DNobqcfLb2Y
96,86,Limbo,Daddy Yankee,4,296587,-0.03%,https://www.youtube.com/watch?v=6BTjG-dhf5s
97,79,Non Abbiamo Età,Luchè,10,292745,-0.1%,https://www.youtube.com/watch?v=7YcCw2uOjSE
98,96,A te,Jovanotti,16,292728,0%,https://www.youtube.com/watch?v=FSea1YPxK1c
99,n/a,Mama (feat. Ellie Goulding),Clean Bandit,2,284046,n/a,https://www.youtube.com/watch?v=Ao3XJ-UDdzI
100,n/a,Malatia,Gianni Fiorellino & Franco Ricciardi,1,276729,n/a,https://www.youtube.com/watch?v=RgzRWhA55to
