Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,3,Ovunque Sarai,Irama,9,2752103,-0.03%,https://www.youtube.com/watch?v=K4cPTgkYG9c
2,2,farfalle,Sangiovanni,9,2711334,-0.04%,https://www.youtube.com/watch?v=75fwUd-lX_o
3,1,Brividi,Mahmood & BLANCO,9,2683739,-0.1%,https://www.youtube.com/watch?v=MA_5P3u0apQ
4,4,Ciao Ciao,La Rappresentante di Lista,9,2267540,-0.08%,https://www.youtube.com/watch?v=dxer4GwV1sc
5,5,Shakerando,Rhove,15,2215550,0.06%,https://www.youtube.com/watch?v=U6VMjHJ18a0
6,6,Dove Si Balla,Dargen D'Amico,9,1658916,-0.03%,https://www.youtube.com/watch?v=rCdHk1eTe34
7,n/a,Soldi Puliti,Shiva,1,1257970,n/a,https://www.youtube.com/watch?v=FCMF7U7GB10
8,7,We Don't Talk About Bruno,Angelica Hale,13,1253662,-0.1%,https://www.youtube.com/watch?v=0L2FMgvtVVg
9,11,BABY GODDAMN,Tananai,6,1108483,-0.01%,https://www.youtube.com/watch?v=PLin7dzqk_w
10,10,LA CODA DEL DIAVOLO,Rkomi & Elodie,17,1085075,-0.07%,https://www.youtube.com/watch?v=0kdY-4kaJKo
11,9,Propaganda,Fabri Fibra & Colapesce & Dimartino,2,1047291,-0.13%,https://www.youtube.com/watch?v=VZgtEU4B70o
12,12,malibu,Sangiovanni,46,1039979,0.01%,https://www.youtube.com/watch?v=R24b7p8HuWo
13,18,Bagno a mezzanotte,Elodie,4,985183,0.02%,https://www.youtube.com/watch?v=XSHcZ4rcBDk
14,14,Mi Fiderò (feat. Madame),Marco Mengoni,16,982576,-0.01%,https://www.youtube.com/watch?v=hfC__TAl8YA
15,8,Cancelo,Rhove,2,982229,-0.21%,https://www.youtube.com/watch?v=7bdStitBuzk
16,20,Un bacio all'improvviso,Rocco Hunt & Ana Mena,43,928124,0.03%,https://www.youtube.com/watch?v=FIfhgM_Uok8
17,19,Pistole Nella Fendi,Niko Pandetta,11,909910,0.01%,https://www.youtube.com/watch?v=IMhEIjGBs1Y
18,13,Duecentomila ore,Ana Mena,9,904017,-0.1%,https://www.youtube.com/watch?v=vi8XYHIou7c
19,17,O Forse Sei Tu,Elisa,9,854821,-0.12%,https://www.youtube.com/watch?v=0vrbQcOiq-k
20,15,Tu Comm'a Mme,Gianni Celeste,8,823668,-0.17%,https://www.youtube.com/watch?v=P7q8xSvxKPI
21,21,MI FAI IMPAZZIRE,BLANCO & Sfera Ebbasta,41,799146,-0.05%,https://www.youtube.com/watch?v=FJNOkLCIg5Y
22,22,Pepas,Farruko,35,798459,-0.01%,https://www.youtube.com/watch?v=y8trd3gjJt0
23,16,Caos,Fabri Fibra & Lazza & Madame,2,775222,-0.21%,https://www.youtube.com/watch?v=ZTKTfGFZ5Rc
24,23,TRAVESURAS,SLF & MV Killa & Yung Snapp & Lele Blade & Vale Lambo,11,772268,-0.04%,https://www.youtube.com/watch?v=HZ9Oi0mMfiY
25,n/a,La Pioggia Alla Domenica,Vasco Rossi & Marracash,1,741813,n/a,https://www.youtube.com/watch?v=Ck0T7pNFFMc
26,27,Yo Voy (feat. Daddy Yankee),Zion & Lennox,7,736094,-0.02%,https://www.youtube.com/watch?v=jR_j-LPLBvU
27,28,Pastello Bianco,Pinguini Tattici Nucleari,33,718038,-0.04%,https://www.youtube.com/watch?v=JcLH8qsHNN4
28,26,∞ LOVE (feat. Guè),Marracash,19,715416,-0.06%,https://www.youtube.com/watch?v=6cIiWPGnTbY
29,24,Ogni Volta È Così (Live),Emma,9,710290,-0.11%,n/a
30,32,CASA,Neima Ezza,7,707517,0.04%,https://www.youtube.com/watch?v=FPtikhp4EhY
31,33,MILLE,Fedez & Achille Lauro & Orietta Berti,42,670479,-0.01%,https://www.youtube.com/watch?v=l6N-Yq9Fw4U
32,29,Pensando a lei,Shiva,7,666507,-0.07%,https://www.youtube.com/watch?v=PbP_-Xs0Di8
33,31,INSUPERABILE,Rkomi,9,654761,-0.06%,https://www.youtube.com/watch?v=tXeh4PZBgY0
34,34,Finché Non Mi Seppelliscono,BLANCO,29,619060,-0.07%,https://www.youtube.com/watch?v=7p09c3GgF4A
