Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,TUTA GOLD,Mahmood,8,5375087,-0.1%,https://www.youtube.com/watch?v=Pz168-XMNIk
2,2,Sinceramente,Annalisa,8,5114535,-0.01%,https://www.youtube.com/watch?v=NfEp5l0UMBE
3,n/a,L'ULTIMA POESIA,Geolier & Ultimo,1,4977013,n/a,https://www.youtube.com/watch?v=w5CslM4-qWA
4,3,I P’ ME TU P’ TE,Geolier,8,3215036,-0.09%,https://www.youtube.com/watch?v=qon1NJ6D3co
5,6,100 MESSAGGI,Lazza,5,3038911,0.07%,https://www.youtube.com/watch?v=F7katA08VeA
6,4,la noia,Angelina Mango,8,2940836,-0.11%,https://www.youtube.com/watch?v=psiytW9Or2s
7,5,Casa Mia,Ghali,8,2727884,-0.06%,https://www.youtube.com/watch?v=hdcIhDr2MG0
8,7,Ma non tutta la vita,Ricchi e Poveri,8,2576940,0.01%,https://www.youtube.com/watch?v=lhmB3KIXchA
9,9,CLICK BOOM!,Rose Villain,8,2158151,0.09%,https://www.youtube.com/watch?v=8mCBkGR_PRc
10,8,UN RAGAZZO UNA RAGAZZA,The Kolors,8,2128645,-0.06%,https://www.youtube.com/watch?v=L6c_NhXeGYo
11,14,COME UN TUONO (feat. Guè),Rose Villain,3,1884303,0.46%,https://www.youtube.com/watch?v=u-cx3TN7Sho
12,10,APNEA,Emma,8,1692017,-0.06%,https://www.youtube.com/watch?v=Jf5nOnCWicA
13,11,Tu No,Irama,8,1532676,-0.12%,https://www.youtube.com/watch?v=m7-hIpk6vNI
14,12,ADDO STAJE (Ride it RMX),Le-one & VTR,5,1264659,-0.08%,https://www.youtube.com/watch?v=Zig8kbHaooU
15,13,Pazza,Loredana Berté,8,1173230,-0.14%,https://www.youtube.com/watch?v=RipSewkfsUg
16,16,Vai!,Alfa,8,1166457,-0.02%,https://www.youtube.com/watch?v=Z6X3K13EqQI
17,15,DIAMANTI GREZZI,CLARA  ,8,1089975,-0.13%,https://www.youtube.com/watch?v=XoeS9zTGFmg
18,19,Emirates,Geolier & Yung Boi,3,1032810,0.12%,https://www.youtube.com/watch?v=m6OAobwNcCs
19,18,Che t'o dico a fa',Angelina Mango,25,931475,-0.04%,https://www.youtube.com/watch?v=cHqS0XR8pns
20,26,CARRARA,Tony Effe & SIMBA LA RUE,2,778183,0.09%,https://www.youtube.com/watch?v=XQnvjK3rWAA
21,22,ITALODISCO (Karaoke Version),The Kolors,46,733244,-0.01%,https://www.youtube.com/watch?v=3l9a1uvoIp0
22,29,Beautiful Things,Benson Boone,8,725012,0.07%,https://www.youtube.com/watch?v=Oa_RSwwpPaA
23,25,VETRI NERI,AVA & ANNA & Capo Plaza,45,712905,-0.01%,https://www.youtube.com/watch?v=2jCjNv1bscw
24,20,Capolavoro (Live),Il Volo,8,700615,-0.1%,https://www.youtube.com/watch?v=vJ4xWqJZWkY
25,24,DUE ALTALENE,Mr. Rain,8,688823,-0.06%,https://www.youtube.com/watch?v=S9jE_80Bnm8
26,23,La rondine,Angelina Mango,9,685616,-0.07%,https://www.youtube.com/watch?v=6hX-5NAp41I
27,31,PERSONALE,Mahmood & Geolier,3,667617,0.09%,https://www.youtube.com/watch?v=4JuHxZCu0xI
28,30,EVERYDAY (feat. Shiva ANNA & Geolier),Takagi & Ketra,24,645676,0.02%,https://www.youtube.com/watch?v=KKMdXAAIIMA
29,17,PILLOLE,Tony Effe & Sfera Ebbasta & Geolier,2,641388,-0.41%,https://www.youtube.com/watch?v=NRtXx8LgyeU
30,32,DOPO LE 4,Tony Effe & Bresh & Tedua,2,629934,0.07%,https://www.youtube.com/watch?v=GispbsYsxEI
31,28,Onda Alta,Dargen D'Amico,8,601376,-0.12%,https://www.youtube.com/watch?v=kgmlAjANbE4
32,53,EL MATADOR,Elmatadormc7,3,600006,0.55%,https://www.youtube.com/watch?v=JpDcv1it11w
33,44,TORNERAI,Petit,3,590078,0.36%,https://www.youtube.com/watch?v=e9KBgD_FkPM
34,34,Calcolatrici,Sfera Ebbasta & Geolier & SIMBA LA RUE,19,585903,0.01%,https://www.youtube.com/watch?v=J_CVyGZp4Qs
35,27,In Italia 2024 (feat. Baby Gang),Fabri Fibra,5,583809,-0.15%,https://www.youtube.com/watch?v=n3CEdEGrTug
36,37,Mon Amour,Annalisa,52,577411,0.02%,https://www.youtube.com/watch?v=RzyD08-w-tk
37,36,Ci pensiamo domani,Angelina Mango,46,575836,0.01%,https://www.youtube.com/watch?v=sagx_4ioTEk
38,58,MIU MIU,Tony Effe,2,561335,0.54%,https://www.youtube.com/watch?v=hNOhP9sUdTU
39,39,Vulisse fa peccato (feat. Giusy Attanasio),Nando De Marco,15,529316,-0.01%,https://www.youtube.com/watch?v=uiie1Jb9k-k
40,35,Acqua Passata,Capo Plaza,3,528582,-0.07%,https://www.youtube.com/watch?v=xbgEiRC4Mzg
41,81,Gata Only,FloyyMenor & Cris Mj,3,526376,1.11%,https://www.youtube.com/watch?v=-r687V8yqKY
42,67,Gangsta Freestyle,El Chapo Junior & DJ Princex,2,519939,0.64%,https://www.youtube.com/watch?v=kgsq0mUPOJ8
43,33,Fino a qui,Alessandra Amoroso,8,506384,-0.13%,https://www.youtube.com/watch?v=f8T7lJILPJo
44,21,HONEY,Tony Effe & Capo Plaza,2,504285,-0.35%,https://www.youtube.com/watch?v=JNuLpGzQCTM
45,43,Lose Control (Live),Teddy Swims,10,494864,0.12%,https://www.youtube.com/watch?v=GZ3zL7kT6_c
46,38,Mariposa (LIve),Fiorella Mannoia,8,473089,-0.16%,https://www.youtube.com/watch?v=TxESTffH9nw
47,40,Plaza Freestyle,DJ Princex,12,466191,-0.09%,https://www.youtube.com/watch?v=4siMuPDAp4c
48,61,Kce,Luiz Ejlli,2,451503,0.27%,https://www.youtube.com/watch?v=3e-AYI2Yhpg
49,48,MA CHE IDEA,bnkr44 & Pino D'Angiò,6,448209,0.12%,https://www.youtube.com/watch?v=nv2wblCeb5Q
50,41,ROSSOFUOCO,Mida,20,430373,-0.1%,https://www.youtube.com/watch?v=0OFdrhcqdno
51,46,Euforia,Annalisa,19,420685,-0.02%,https://www.youtube.com/watch?v=fQh18qAZWZU
52,47,N'ata vot (Perdono),Le-one,12,416758,-0.03%,https://www.youtube.com/watch?v=gnOBHBYJKxs
53,n/a,Danza Kuduro (feat. Don Omar),Lucenzo,32,398436,n/a,https://www.youtube.com/watch?v=7zp1TbLFPp8
54,45,Tutto Qui (Live),Gazzelle,8,395959,-0.09%,https://www.youtube.com/watch?v=VNnn9X4GWY0
55,42,Eva,Kid Yugi & Tedua,4,395270,-0.12%,https://www.youtube.com/watch?v=mKvMFlBPin8
56,55,Anche Stasera,Sfera Ebbasta & Elodie,19,385294,0.01%,https://www.youtube.com/watch?v=kOdgi9A-AJ4
57,50,Mwaki (feat. Sofiya Nzau),Zerb,11,381614,-0.02%,https://www.youtube.com/watch?v=y6iMvNkAQt4
58,52,15 Piani,Sfera Ebbasta & Marracash,19,379066,-0.02%,https://www.youtube.com/watch?v=7puLc-Nw5mc
59,54,FULL FULL,VMONSTER,4,371141,-0.04%,https://www.youtube.com/watch?v=qxEnZKIqSzo
60,62,The Sound of Silence,Disturbed,5,369887,0.04%,https://www.youtube.com/watch?v=u9Dg-g7t2l4
61,49,Bee,Vale Lambo,10,367860,-0.08%,https://www.youtube.com/watch?v=3oEqKPsr7Ms
62,n/a,Ti Volevo Dedicare,Rocco Hunt & Omar Montes & Reik,53,367359,n/a,https://www.youtube.com/watch?v=kFF2i6sUj1M
