Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,Viceversa,Francesco Gabbani,4,4787052,-0.14%,https://www.youtube.com/watch?v=cNoylMSXYcE
2,1,Fai Rumore,Diodato,4,4520175,-0.28%,https://www.youtube.com/watch?v=tPv9ZPXmFWU
3,3,Musica (E Il Resto Scompare),Elettra Lamborghini,4,3819933,0.19%,https://www.youtube.com/watch?v=-8B-msCuuFA
4,7,Per sentirmi vivo,Fasma & G.G.,7,2393414,-0.01%,https://www.youtube.com/watch?v=T-sWpqN2yo8
5,6,Una volta ancora (feat. Ana Mena),Fred De Palma,38,2378539,-0.07%,https://www.youtube.com/watch?v=4R5mDpIgwUs
6,4,Dance Monkey,Tones and I,24,2324798,-0.15%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
7,5,Rapide,Mahmood,6,2284092,-0.13%,https://www.youtube.com/watch?v=ChJ57Av10Mw
8,8,Ringo Starr,Pinguini Tattici Nucleari,4,2266197,-0.05%,https://www.youtube.com/watch?v=J3n4CrZxu3g
9,11,Andromeda,Elodie,4,2109369,-0.01%,https://www.youtube.com/watch?v=esgGK28jKVk
10,10,Ti Volevo Dedicare,Rocco Hunt & Omar Montes & Reik,26,2099259,-0.03%,https://www.youtube.com/watch?v=kFF2i6sUj1M
11,18,Boogieman (feat. Salmo),Ghali,6,1746787,0.34%,https://www.youtube.com/watch?v=-7lqGbIE3aM
12,12,Sincero,Bugo & Morgan,3,1655799,-0.15%,https://www.youtube.com/watch?v=i8kBWDgW3nk
13,9,Stu core t'apparten,Rocco Hunt,7,1651742,-0.26%,https://www.youtube.com/watch?v=AN4fJ87ldHI
14,13,Tikibombom,Levante,3,1567721,-0.11%,https://www.youtube.com/watch?v=MlofRex31rg
15,16,DOVE E QUANDO,Benji & Fede,39,1531373,0.1%,https://www.youtube.com/watch?v=4QhyYngmW0I
16,64,Bando,ANNA,2,1419002,2.28%,n/a
17,17,La Mia Hit (feat. Max Pezzali),J-Ax,7,1405821,0.08%,https://www.youtube.com/watch?v=VZpX7WkHnj4
18,14,Dov'è,Le Vibrazioni,4,1395119,-0.15%,https://www.youtube.com/watch?v=ffC3eV4V8L0
19,28,Fuego,Neves17 & Geolier & Lele Blade,4,1387597,0.27%,https://www.youtube.com/watch?v=gh3CcAKwsWM
20,15,La Vendetta del Signor S,Me contro Te,13,1344018,-0.05%,https://www.youtube.com/watch?v=xb9-k46AB3s
21,n/a,Good Times,Ghali,1,1269507,n/a,https://www.youtube.com/watch?v=w2KZGGkvLe8
22,19,Margarita,Elodie & Marracash,37,1266540,-0.02%,https://www.youtube.com/watch?v=xgnPeROggH4
23,23,RITMO (Bad Boys for Life),Black Eyed Peas & J Balvin,20,1199078,0.06%,https://www.youtube.com/watch?v=EzKkl64rRbM
24,26,blun7 a swishland,thasup,16,1152049,0.04%,https://www.youtube.com/watch?v=N3qxFptQbVA
25,21,Gigante,Piero Pelù,3,1144687,0%,https://www.youtube.com/watch?v=tvSagoWzr9g
26,22,Blinding Lights,The Weeknd,8,1072541,-0.06%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
27,n/a,ON,BTS,1,1063280,n/a,https://www.youtube.com/watch?v=mPVDGOVjRQ0
28,24,Allora ciao,Shade,7,1036444,-0.07%,https://www.youtube.com/watch?v=9dmpUjW18MQ
29,20,Me Ne Frego,Achille Lauro,3,1025042,-0.16%,https://www.youtube.com/watch?v=KN47Lv6xNRo
30,25,Barrio,Mahmood,26,1012194,-0.09%,https://www.youtube.com/watch?v=7Fmpz-wIkPY
31,27,Non Avere Paura,Tommaso Paradiso,22,931301,-0.15%,https://www.youtube.com/watch?v=C6sDLa9XO3U
32,34,Pookie,Aya Nakamura,26,904214,0.03%,https://www.youtube.com/watch?v=_bPa-VG0AWo
33,35,ARROGANTE,Irama,40,892882,0.05%,https://www.youtube.com/watch?v=7x0Sm83tmHY
34,32,JAMBO,Takagi & Ketra & OMI & Giusy Ferreri,40,879033,-0.01%,https://www.youtube.com/watch?v=8OgCPfZXvnc
35,33,Magnifico difetto,Benji & Fede,10,870633,-0.02%,https://www.youtube.com/watch?v=DQA-DJ4Fuy4
36,36,Don't Start Now,Dua Lipa,17,858671,0.03%,https://www.youtube.com/watch?v=oygrmJFKYZY
37,n/a,Marymango (feat. thasup),Ghali,1,852661,n/a,https://www.youtube.com/watch?v=XfVgc7lA1ms
38,29,TUTTO QUESTO SEI TU,Ultimo,10,849287,-0.17%,https://www.youtube.com/watch?v=iDinXwBsQDM
39,39,Before You Go,Lewis Capaldi,6,798778,0.05%,https://www.youtube.com/watch?v=Jtauh8GcxBY
40,31,CRUDELIA - I nervi,Marracash,17,788891,-0.17%,https://www.youtube.com/watch?v=h0OAYO6x2uA
41,38,Mambo Salentino,Boomdabash & Alessandra Amoroso,38,780033,0%,https://www.youtube.com/watch?v=i8qZ2Hif_eM
42,40,Il tuo profumo,Fred De Palma & Sofia Reyes,24,720972,-0.04%,https://www.youtube.com/watch?v=9J7w4oGXRiY
43,37,Baciami adesso,Enrico Nigiotti,3,720949,-0.08%,https://www.youtube.com/watch?v=cbiihmTQeAk
44,30,Vai Bene Così,Leo Gassmann,3,717189,-0.3%,https://www.youtube.com/watch?v=TaLqE6Ukwp8
45,41,Amici Per Errore,Tiziano Ferro,2,658270,-0.06%,https://www.youtube.com/watch?v=82xQymR7-a4
46,50,Tusa,KAROL G & Nicki Minaj,13,634852,0.11%,https://www.youtube.com/watch?v=tbneQDc2H3I
47,43,ANSIA NO,FSK SATELLITE,9,625718,0.02%,https://www.youtube.com/watch?v=K_1A9uNZQXk
48,45,Que Calor (feat. J Balvin & El Alfa),Major Lazer,21,618741,0.02%,https://www.youtube.com/watch?v=ZBBS4imv1qo
49,56,MALA SANTA,Becky G,7,585687,0.18%,https://www.youtube.com/watch?v=w2Ro8cgsmss
50,44,Piccola Stella,Ultimo,47,572059,-0.06%,https://www.youtube.com/watch?v=WovUGbBlzqA
51,n/a,LA HIT DELL' ESTATE,Shade,33,563950,n/a,https://www.youtube.com/watch?v=2hsW_9lnzNI
52,n/a,Come Me (feat. Nayt) (feat. Nayt),Jamil,2,550943,n/a,https://www.youtube.com/watch?v=fjw13UUzEao
53,54,Sei bella come Roma,DANDY TURNER,8,547435,0.04%,https://www.youtube.com/watch?v=CwqeesyLB90
54,62,Finalmente io (Live),Irene Grandi,3,526504,0.17%,https://www.youtube.com/watch?v=1UBoOicWM9c
55,n/a,Ostia Lido,J-Ax,30,516311,n/a,https://www.youtube.com/watch?v=5ukMB4kQ_hU
56,51,Yummy,Justin Bieber,8,514321,-0.09%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
57,68,ROXANNE,Arizona Zervas,12,498667,0.21%,https://www.youtube.com/watch?v=16YnOUnbE6s
58,49,Stupida Allegria,Emma,10,492316,-0.15%,https://www.youtube.com/watch?v=e92yJ7d3MT4
59,48,Il confronto,Marco Masini,4,467957,-0.2%,https://www.youtube.com/watch?v=tPquUHoNjbw
60,57,Falling,Trevor Daniel,13,460430,-0.06%,https://www.youtube.com/watch?v=L7mfjvdnPno
61,63,Signor S,Me contro Te,14,456963,0.03%,https://www.youtube.com/watch?v=AIl3SSpmuXw
62,55,BRAVI A CADERE - I polmoni,Marracash,17,447931,-0.1%,https://www.youtube.com/watch?v=9wndn1JeXg0
63,n/a,Twerk,MamboLosco & ISKIDO GANG,21,443449,n/a,https://www.youtube.com/watch?v=tU3vIfluHaI
64,n/a,Physical (feat. HWASA),Dua Lipa,2,442312,n/a,https://www.youtube.com/watch?v=L6nrMAFCzhg
65,53,In Mezzo A Questo Inverno,Tiziano Ferro,14,431198,-0.19%,https://www.youtube.com/watch?v=nI8rbiUypcI
66,59,Eden (feat. Dardust),Rancore,3,418668,-0.12%,https://www.youtube.com/watch?v=DCmACrF33Po
67,76,Ayy Macarena,Poeta Callejero & Musicólogo The Libro,14,415700,0.13%,https://www.youtube.com/watch?v=obUHDyWFMi8
68,69,Cadiamo insieme,Holden,7,414350,0.02%,https://www.youtube.com/watch?v=1dD9Ze5z6dU
69,75,COURMAYEUR,Dj Matrix & Carolina Márquez & Ludwig,9,407598,0.09%,https://www.youtube.com/watch?v=v8PjWH4-MiQ
70,58,Il Sole Ad Est,Alberto Urso,4,401644,-0.16%,https://www.youtube.com/watch?v=7ull_ebpyfs
71,65,Vaseme,Niko Pandetta,11,389597,-0.08%,https://www.youtube.com/watch?v=hfkcGZUzfRc
72,47,Che vita meravigliosa,Diodato,8,388141,-0.34%,https://www.youtube.com/watch?v=3vugZjDZeWs
73,81,Lose Control,Meduza & Becky Hill & Goodboys,17,385416,0.08%,https://www.youtube.com/watch?v=-3P2USPFDcE
74,72,Me Gusta,Shakira & Anuel AA,4,381958,-0.01%,https://www.youtube.com/watch?v=mf-UJ32PJgU
75,77,civico 30 freestyle,شوا,2,365346,0.01%,https://www.youtube.com/watch?v=Gs9g5pQoy5c
76,71,Mambo,Nicola Siciliano,14,364507,-0.08%,https://www.youtube.com/watch?v=q8c57ykm-1E
77,n/a,강남스타일 (GANGNAM STYLE),PSY,28,360882,n/a,https://www.youtube.com/watch?v=9bZkp7q19f0
78,67,Rosso di rabbia,Anastasio,3,350392,-0.16%,https://www.youtube.com/watch?v=yDWjlsQJFO0
79,94,Life Is Good (feat. Drake),Future,2,347159,0.16%,https://www.youtube.com/watch?v=l0U7SxXHkPY
80,n/a,Mon Fre,Shiva & Emis Killa,21,339256,n/a,https://www.youtube.com/watch?v=YZMVk7BF_-w
81,74,Benvenuti In Italy,Rocco Hunt,17,335319,-0.11%,https://www.youtube.com/watch?v=8EdqKkc7Uto
82,82,Superstar (feat. Geolier),I Desideri,5,330707,-0.07%,https://www.youtube.com/watch?v=hXOGtXEWie0
83,73,Carillon (with Achille Lauro) (feat. Achille Lauro),Nahaze,7,319007,-0.17%,https://www.youtube.com/watch?v=T-__MwCaTWw
