Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
26,23,Pastello Bianco,Pinguini Tattici Nucleari,28,924835,-0.12%,https://www.youtube.com/watch?v=JcLH8qsHNN4
27,26,Un bacio all'improvviso,Rocco Hunt & Ana Mena,38,892549,-0.07%,https://www.youtube.com/watch?v=FIfhgM_Uok8
28,29,Pepas,Farruko,30,886144,-0.03%,https://www.youtube.com/watch?v=y8trd3gjJt0
29,40,∞ LOVE (feat. Guè),Marracash,14,854479,0.44%,https://www.youtube.com/watch?v=6cIiWPGnTbY
30,22,Notti In Bianco,BLANCO,43,800953,-0.24%,https://www.youtube.com/watch?v=wppn2Via-Tk
31,35,TRAVESURAS,SLF & MV Killa & Yung Snapp & Lele Blade & Vale Lambo,6,790604,0%,https://www.youtube.com/watch?v=HZ9Oi0mMfiY
32,21,TARANTELLE,SIMBA LA RUE & Bobo,2,788958,-0.27%,https://www.youtube.com/watch?v=BLJVnkjJxtA
33,37,MILLE,Fedez & Achille Lauro & Orietta Berti,37,775741,0.01%,https://www.youtube.com/watch?v=l6N-Yq9Fw4U
34,28,DOMENICA,Achille Lauro,4,754111,-0.18%,https://www.youtube.com/watch?v=-iq4e2q2rzY
35,n/a,Surface Pressure,Jessica Darrow,1,740070,n/a,https://www.youtube.com/watch?v=tQwVKr8rCYw
36,34,CRAZY LOVE,Marracash,14,730233,-0.11%,https://www.youtube.com/watch?v=JHqxzM2tZHs
37,n/a,Seignosse,Rhove,1,718854,n/a,https://www.youtube.com/watch?v=hVDKz8YOOQo
38,51,Shakerando,Rhove,10,711869,0.43%,https://www.youtube.com/watch?v=U6VMjHJ18a0
39,36,ZITTI E BUONI,Måneskin,52,659438,-0.16%,https://www.youtube.com/watch?v=QN1odfjtMoo
40,32,Ti amo non lo so dire,Noemi,4,651892,-0.22%,https://www.youtube.com/watch?v=6Fj-cufiyqc
41,24,CORALINE,Måneskin,24,644781,-0.37%,https://www.youtube.com/watch?v=CmMO42bOTZ4
42,41,LAPROVINCE #1,Rhove,5,619383,0.05%,https://www.youtube.com/watch?v=hldgtVJ7uNA
43,30,Inverno dei fiori,Michele Bravi,4,613147,-0.28%,https://www.youtube.com/watch?v=EYA9f4_Ofnw
44,25,Blu Celeste,BLANCO,23,604812,-0.37%,https://www.youtube.com/watch?v=EA58w_cxAAg
45,n/a,BlaBlaBla,MamboLosco & Nardi & Finesse,1,552732,n/a,https://www.youtube.com/watch?v=PHXW9TSuhSo
46,39,Blauer,Paky,4,547834,-0.12%,https://www.youtube.com/watch?v=Bf3X8b2g0Sg
47,48,Canzone inutile,Alessandra Amoroso,15,529176,-0.02%,https://www.youtube.com/watch?v=sLtcmMAINRY
48,49,Movimento lento,Annalisa,39,525462,0%,https://www.youtube.com/watch?v=rv2KSakpnc0
49,44,abcdefu,GAYLE,15,520771,-0.08%,https://www.youtube.com/watch?v=NaFd8ucHLuo
50,47,LUNA PIENA,Rkomi & Irama & Shablo,43,507953,-0.07%,https://www.youtube.com/watch?v=XTzIDZ3cbOw
51,82,La Cosa Mas Bella (Più Bella Cosa),Eros Ramazzotti,14,486093,0.77%,https://www.youtube.com/watch?v=UojBaKX5Vz4
52,45,Abbi cura di te,Highsnob & ,3,456714,-0.18%,https://www.youtube.com/watch?v=jj5ECjSKuXY
53,58,MAMIII,KAROL G & Becky G,2,441873,0.09%,https://www.youtube.com/watch?v=vb8wloc4Xpw
54,53,SOLITE PARE,Sick Luke & thasup & Sfera Ebbasta,7,440319,-0.06%,https://www.youtube.com/watch?v=Y4IyWe4qNGg
55,52,Bella Vita,Niko Pandetta,5,435172,-0.09%,https://www.youtube.com/watch?v=uei0wDoHGA4
56,71,Unstoppable,Sia,16,430566,0.31%,https://www.youtube.com/watch?v=YaEG2aWJnZ8
57,76,Infinity,Jaymes Young,16,425351,0.42%,https://www.youtube.com/watch?v=PWqEPKduGm8
58,65,Enemy (feat. JID),Imagine Dragons,15,415087,0.14%,https://www.youtube.com/watch?v=D9G1VOjN_84
59,n/a,JEANS (feat. Capo Plaza),Keta,1,409614,n/a,https://www.youtube.com/watch?v=ya_YyUTHcCE
60,54,Mi Historia Entre Tus Dedos,Gianluca Grignani,3,390393,-0.14%,https://www.youtube.com/watch?v=aHFAXW840uM
61,62,Mujeriego,Ryan Castro,4,386181,0.02%,https://www.youtube.com/watch?v=SAvVnVNSvDk
62,91,Yo Voy (feat. Daddy Yankee),Zion & Lennox,2,374009,0.52%,https://www.youtube.com/watch?v=jR_j-LPLBvU
63,63,CADILLAC,SLF & MV Killa & Geolier & Tony Effe,4,367246,-0.01%,https://www.youtube.com/watch?v=vskcDjk2msI
64,n/a,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,1,367064,n/a,https://www.youtube.com/watch?v=bBeZSuHI4Qc
65,70,Easy On Me,Adele,19,360749,0.04%,https://www.youtube.com/watch?v=X-yIEMduRXk
66,64,La più bella,Mecna & CoCo,19,348843,-0.06%,https://www.youtube.com/watch?v=24EtPwUWxEM
67,56,Scatola,Laura Pausini,5,348455,-0.19%,https://www.youtube.com/watch?v=PFvqgj28vk4
68,57,La Nuova Stella Di Broadway,Cesare Cremonini,3,346066,-0.17%,https://www.youtube.com/watch?v=Nb1-vi2lCQI
69,55,Ladro Di Fiori,BLANCO,20,337345,-0.23%,https://www.youtube.com/watch?v=6S76DKzEg9Q
70,61,Cambia Un Uomo,Marco Mengoni,17,336656,-0.13%,https://www.youtube.com/watch?v=or8XEH0e-fU
71,67,Ritmo,Raffa FL,3,331231,-0.07%,https://www.youtube.com/watch?v=0fa_y5hkZe8
72,n/a,BABY GODDAMN,Tananai,1,325471,n/a,https://www.youtube.com/watch?v=PLin7dzqk_w
73,60,Tantissimo,Le Vibrazioni,3,324250,-0.18%,https://www.youtube.com/watch?v=PlmfuAW7_hM
74,59,ME STAJE APPENNENN' AMÒ,LIBERATO,10,322992,-0.2%,https://www.youtube.com/watch?v=8pFwPKNDF6E
75,n/a,Love Me Like You Do (Live),Ellie Goulding,27,315139,n/a,https://www.youtube.com/watch?v=AJtDXIazrMo
76,68,SAPORE (feat. Tedua),Fedez,13,313196,-0.11%,https://www.youtube.com/watch?v=BU_azCT00FU
77,78,Si Te Vas / Que Tengo Que Hacer,Omega,7,307964,0.07%,https://www.youtube.com/watch?v=xWp3xsKiQfs
78,89,Without Me,Eminem,2,296323,0.2%,https://www.youtube.com/watch?v=YVkUvmDQ3HY
79,75,OPINEL,SIMBA LA RUE & Bobo,17,295804,-0.04%,https://www.youtube.com/watch?v=qI8zDv_Xhq8
80,80,Scappo vado via (feat. J2LASTEU),Niko Pandetta,4,293740,0.03%,https://www.youtube.com/watch?v=DWmrjvN_rUs
81,72,Bitch Affianco (feat. Il Ghost),Baby Gang & Bobo,10,291430,-0.1%,https://www.youtube.com/watch?v=ZPWoPO4Cyi8
82,69,Miele,Giusy Ferreri,3,291060,-0.17%,https://www.youtube.com/watch?v=gDcxkwwh8ko
83,74,Spazio tempo,Francesco Gabbani,14,289858,-0.06%,https://www.youtube.com/watch?v=if2bnIUgUAE
84,n/a,Shape Of You,Ed Sheeran,55,289543,n/a,https://www.youtube.com/watch?v=JGwWNGJdvx8
85,85,Odi et Amo,Blake El diablo,2,285591,0.06%,https://www.youtube.com/watch?v=EuOGi6T-kPM
86,n/a,Bad Habits,Ed Sheeran,22,282634,n/a,https://www.youtube.com/watch?v=CZNcVjG0tKY
87,n/a,No Lie (feat. Dua Lipa),Sean Paul,28,282006,n/a,https://www.youtube.com/watch?v=GzU8KqOY8YA
88,66,MAMMAMIA,Måneskin,20,280407,-0.21%,https://www.youtube.com/watch?v=WTKrJ-nEy40
89,n/a,In Da Club,50 Cent,1,274944,n/a,https://www.youtube.com/watch?v=5qm8PH4xAss
90,86,123 (feat. MamboLosco),Niko Pandetta,3,270199,0.02%,https://www.youtube.com/watch?v=7CvzTfO_35I
91,83,Quello che fa male,LDA,19,267558,-0.02%,https://www.youtube.com/watch?v=y9phzoTojIQ
92,87,Senza Paura (feat. Jhosef),Anthony,2,263472,0.02%,https://www.youtube.com/watch?v=5mdjai5BUmA
93,73,18 ANNI (feat. MV Killa Geolier & Fabri Fibra),SLF,4,255144,-0.17%,https://www.youtube.com/watch?v=Hklus3yZ9ZQ
94,81,Veleno,Guè,11,254131,-0.09%,https://www.youtube.com/watch?v=dlVreMIaQao
95,n/a,CASA,Neima Ezza,2,242374,n/a,https://www.youtube.com/watch?v=FPtikhp4EhY
96,n/a,All Of You (Karaoke),Sing King,1,241640,n/a,n/a
97,n/a,In The Dark,Purple Disco Machine & Sophie and the Giants,1,239863,n/a,https://www.youtube.com/watch?v=ZDrlmlzY7cE
98,90,Ella (Remix),Boza & Lunay & Lenny Tavárez & Juhn & Beéle,5,238921,-0.03%,https://www.youtube.com/watch?v=YNRMOYtVRcE
99,98,Tu Si A Droga Pe Me (feat. MV Killa),Lele Blade,5,233482,0.03%,https://www.youtube.com/watch?v=RifiRsxT1sw
100,n/a,Waka Waka (Esto es Africa),Shakira,24,227471,n/a,https://www.youtube.com/watch?v=pRpeEdMmmQ0
