Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
23,24,Hola (I Say) (feat. Tom Walker),Marco Mengoni,17,1095118,-0.03%,https://www.youtube.com/watch?v=qBnffe5-WOE
24,23,Happier (feat. Bastille),Marshmello,26,1065086,-0.06%,https://www.youtube.com/watch?v=m7Bc3pLyij0
25,26,Taki Taki,DJ Snake,27,984584,-0.09%,https://www.youtube.com/watch?v=ixkoVwKQaJg
26,25,BAILA BAILA BAILA,Ozuna,13,941591,-0.14%,https://www.youtube.com/watch?v=32F2d-wj4Xw
27,29,Bad Liar,Imagine Dragons,10,935389,0.02%,https://www.youtube.com/watch?v=I-QfPUz1es8
28,18,Como Te (feat. Emis Killa),Geolier,2,906434,-0.32%,https://www.youtube.com/watch?v=CvTx1FSzW6U
29,30,Giant,Calvin Harris & Rag'n'Bone Man,10,892173,0%,https://www.youtube.com/watch?v=ir6nk2zrMG0
30,69,Pensare Male (feat. Elodie),The Kolors,2,832894,1.01%,https://www.youtube.com/watch?v=myrJ8th4Xgc
31,41,Aullando,Wisin & Yandel & Romeo Santos,6,809974,0.22%,https://www.youtube.com/watch?v=-n9krkSb-ug
32,35,Adán y Eva,Paulo Londra,10,807926,0.1%,https://www.youtube.com/watch?v=aSjflT_J0Xo
33,31,Girls Like You (feat. Cardi B),Maroon 5,44,779015,-0.1%,https://www.youtube.com/watch?v=aJOTlE1K90k
34,66,I Can't Get Enough,Benny Blanco & J Balvin & Selena Gomez & Tainy,4,743656,0.74%,https://www.youtube.com/watch?v=Tztc73r8348
35,n/a,bad guy,Billie Eilish,1,725105,n/a,https://www.youtube.com/watch?v=DyDfgMOUjCI
36,32,Musica che resta,Il Volo,8,686528,-0.19%,https://www.youtube.com/watch?v=6NaPnoAIPSM
37,36,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,21,674946,-0.08%,https://www.youtube.com/watch?v=HbfFG15Xd9U
38,33,Happy Birthday,Sfera Ebbasta,18,655434,-0.13%,https://www.youtube.com/watch?v=JFOLJwOoorQ
39,45,Bohemian Rhapsody,Queen,21,645636,0%,https://www.youtube.com/watch?v=fJ9rUzIMcZQ
40,34,7 rings,Ariana Grande,11,639857,-0.14%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
41,27,I Love You,Ghali,3,634745,-0.39%,https://www.youtube.com/watch?v=1oEy7y5WMv4
42,37,Dalla tua parte,Alessandra Amoroso,9,611791,-0.16%,https://www.youtube.com/watch?v=N1TO0j5jH68
43,42,Bella bionda (feat. Daniele De Martino),Francesco D'Aleo,47,603644,-0.08%,https://www.youtube.com/watch?v=i-2TEee1OsQ
44,40,High Hopes,Panic! At The Disco,16,598349,-0.1%,https://www.youtube.com/watch?v=IPXIgEAGe4U
45,43,La stessa,Alessandra Amoroso,28,593900,-0.08%,https://www.youtube.com/watch?v=iol7L98MksQ
46,44,Se Piovesse Il Tuo Nome,Elisa & Calcutta,27,583891,-0.1%,https://www.youtube.com/watch?v=fXTfsPGYRn0
47,39,Stamm Fort (feat. Sfera Ebbasta),Luchè,11,579348,-0.14%,https://www.youtube.com/watch?v=UTCDcgQY328
48,46,Say My Name,David Guetta & Bebe Rexha & J Balvin,22,572865,-0.09%,https://www.youtube.com/watch?v=ft4jcPSLJfY
49,49,Posso (feat. Max Gazzè),Carl Brave,20,554287,-0.05%,https://www.youtube.com/watch?v=0Txpx6D1K6Q
50,48,Secreto,Anuel AA & Karol G,12,546709,-0.08%,https://www.youtube.com/watch?v=gFZfwWZV074
51,71,Dancing With A Stranger,Sam Smith & Normani,8,542784,0.37%,https://www.youtube.com/watch?v=av5JD1dfj_c
52,n/a,ME LLAMA,Ivan Granatino & Bl4ir,3,537983,n/a,https://www.youtube.com/watch?v=6HEVNa_ESCM
53,47,Ngopp' a luna (feat. Nicola Siciliano),Rocco Hunt,11,503326,-0.16%,https://www.youtube.com/watch?v=nP00H6XEVUA
54,n/a,Ti aspetto all'altare,Tony Colombo,22,471009,n/a,https://www.youtube.com/watch?v=Wun-JhIAyt8
55,51,Wow,Post Malone,4,444279,-0.23%,https://www.youtube.com/watch?v=393C3pr2ioY
56,53,Rolls Royce,Achille Lauro,9,442717,-0.18%,https://www.youtube.com/watch?v=uS8Hk8aoLZY
57,55,Billets (feat. Ninho),Capo Plaza,5,439853,-0.14%,https://www.youtube.com/watch?v=nb_y01aM0T4
58,59,2% (feat. Frah Quintale),Guè,10,427414,-0.09%,https://www.youtube.com/watch?v=-f35Ov8Lb5k
59,95,Contra La Pared,J Balvin & Sean Paul,3,426612,0.34%,https://www.youtube.com/watch?v=-gCe4WrmOIk
60,64,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,9,426130,-0.01%,https://www.youtube.com/watch?v=A9hcJgtnm6Q
61,93,Mamma,Anthony,2,413513,0.28%,https://www.youtube.com/watch?v=K8TZp4isV7o
62,56,Certe donne brillano,Ligabue,3,409793,-0.19%,https://www.youtube.com/watch?v=J8hwaYvneIo
63,60,Nonno Hollywood,Enrico Nigiotti,8,401964,-0.14%,https://www.youtube.com/watch?v=qX0Zee7f6u8
64,62,Mala (feat. Anuel AA),6ix9ine,16,399659,-0.13%,https://www.youtube.com/watch?v=mOvSub-yTRI
65,n/a,bury a friend,Billie Eilish,7,397834,n/a,https://www.youtube.com/watch?v=HUHC9tYz8ik
66,80,Troppi sguardi,DANDY TURNER,2,397434,0.11%,https://www.youtube.com/watch?v=rgaeTWnSwHg
67,63,Mon Cheri (feat. Sfera Ebbasta),Rkomi,2,388701,-0.13%,https://www.youtube.com/watch?v=SZtvfYpZKiE
68,61,Senza Di Me (feat. Venerus & Franco126),Gemitaiz,5,379052,-0.18%,https://www.youtube.com/watch?v=P2bNdwdvnaw
69,65,Ella Quiere Beber (Remix) (feat. Romeo Santos),Anuel AA,17,376102,-0.13%,https://www.youtube.com/watch?v=0w3XwPVxcsw
70,74,Il coraggio di andare (feat. Biagio Antonacci),Laura Pausini,20,376021,0%,https://www.youtube.com/watch?v=snR60ZXuaJc
71,54,Ho bisogno di credere,Fabrizio Moro,3,363139,-0.3%,https://www.youtube.com/watch?v=uedtrwR93dM
72,89,Gli occhi della tigre,Nayt,2,356486,0.06%,https://www.youtube.com/watch?v=EA5z37jI_co
73,75,A Un Paio Di Passi Dal Cuore,Alvis,2,346967,-0.07%,https://www.youtube.com/watch?v=zVq2-Y1MQCo
74,76,Que No Acabe,Yandel,2,338897,-0.09%,https://www.youtube.com/watch?v=28eN86bJLIc
75,n/a,Devuélveme,Ozuna,16,330692,n/a,https://www.youtube.com/watch?v=HOoQCbZh4eo
76,n/a,Blu,Rkomi & Elisa,1,325887,n/a,https://www.youtube.com/watch?v=d4l-MblztBo
77,n/a,Forza e coraggio,Alessandra Amoroso,1,322332,n/a,https://www.youtube.com/watch?v=1xOEqTCYw6U
78,96,Limbo,Daddy Yankee,6,322101,0.02%,https://www.youtube.com/watch?v=6BTjG-dhf5s
79,84,In questa nostra casa nuova,Biagio Antonacci & Laura Pausini,2,315815,-0.1%,https://www.youtube.com/watch?v=w-VTMS4BoT4
80,94,Without Me,Halsey,13,312515,-0.03%,https://www.youtube.com/watch?v=ZAfAud_M_mg
81,77,Alone,Marshmello,9,311649,-0.16%,https://www.youtube.com/watch?v=ALZHF5UqnU4
82,87,Sogni appesi(Live),Ultimo,18,306642,-0.1%,https://www.youtube.com/watch?v=WI54tFj3lmw
83,91,Chiaro Di Luna,Jovanotti,20,302236,-0.09%,https://www.youtube.com/watch?v=Ro8PdDjKA3o
84,82,Imposible,Luis Fonsi & Ozuna,16,301522,-0.14%,https://www.youtube.com/watch?v=De4FqIkvHX0
85,78,I'll Never Love Again,Lady Gaga & Bradley Cooper,16,298929,-0.19%,https://www.youtube.com/watch?v=52nfjRzIaj8
86,98,Love Me Like You Do,Ellie Goulding,12,292931,-0.06%,https://www.youtube.com/watch?v=AJtDXIazrMo
87,n/a,L'invidia,Daniele De Martino,1,288647,n/a,https://www.youtube.com/watch?v=cCsgv_hFSMk
88,79,Mi sento bene,Arisa,8,287834,-0.21%,https://www.youtube.com/watch?v=wVnXfZa7S8I
89,83,NI BIEN NI MAL,Bad Bunny,11,286641,-0.19%,https://www.youtube.com/watch?v=4oiZdbwxUuQ
90,81,365,Zedd & Katy Perry,7,284919,-0.19%,https://www.youtube.com/watch?v=YrbgUtCfnC0
91,n/a,Don't Call Me Up,Mabel,1,283548,n/a,https://www.youtube.com/watch?v=9TQKyDD9Yig
92,n/a,Il peso del coraggio,Fiorella Mannoia,5,280653,n/a,https://www.youtube.com/watch?v=tkXnS9BL6e4
93,88,Na Na Na,Janax,3,278228,-0.18%,https://www.youtube.com/watch?v=91UQgNq3Vpc
94,99,Non Abbiamo Età,Luchè,12,277819,-0.11%,https://www.youtube.com/watch?v=7YcCw2uOjSE
95,n/a,Thotiana (feat. Cardi B),Blueface,1,276645,n/a,https://www.youtube.com/watch?v=V6EpIABAKKo
96,n/a,Under Pressure (Queen & David Bowie),Queen & David Bowie,5,271152,n/a,https://www.youtube.com/watch?v=a01QQZyl-_I
97,n/a,Don't Stop Me Now,Queen,17,270885,n/a,https://www.youtube.com/watch?v=HgzGwKwLmgM
98,n/a,F.A.K.E.,Don Joe & Jake La Furia & Marracash,1,265754,n/a,https://www.youtube.com/watch?v=zabGT2tuvf4
99,70,Dove Sei (feat. Giulia Jean),GionnyScandal,2,265460,-0.35%,https://www.youtube.com/watch?v=5gPA0nNnquU
100,n/a,Volevo te,Giusy Ferreri,3,262162,n/a,https://www.youtube.com/watch?v=igNgYtGYjys
100,n/a,MONOPOLY,Ariana Grande & Victoria Monét,1,262162,n/a,https://www.youtube.com/watch?v=t0pryRrJvfI
