Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Soldi,Mahmood,4,7578198,-0.17%,https://www.youtube.com/watch?v=22lISUXgSUw
2,6,Con Calma,Daddy Yankee & Snow,6,3855136,0.24%,https://www.youtube.com/watch?v=DiItGE3eAyQ
3,5,Calma (Remix),Pedro Capó & Alan Walker & Farruko,12,3784338,0.19%,https://www.youtube.com/watch?v=YS2RmyES-GU
4,4,Per Un Milione,Boomdabash,4,3661421,0.04%,https://www.youtube.com/watch?v=fL1rrLus1_8
5,3,LA RAGAZZA CON IL CUORE DI LATTA,Irama,5,3601367,-0.13%,https://www.youtube.com/watch?v=ov3pyu9hWio
6,2,I Tuoi Particolari,Ultimo,5,3406292,-0.22%,https://www.youtube.com/watch?v=q2izsbwDEsk
7,7,Shallow,Lady Gaga & Bradley Cooper,23,3399223,0.19%,https://www.youtube.com/watch?v=bo_efYhYU2A
8,11,Sweet but Psycho,Ava Max,9,2336481,0.05%,https://www.youtube.com/watch?v=WXBHCQYxwr0
9,8,Cosa ti aspetti da me,Loredana Berté,5,2307593,-0.13%,https://www.youtube.com/watch?v=ss3NhlKY86M
10,10,Senza Farlo Apposta,Shade & Federica Carta,3,2216961,-0.05%,https://www.youtube.com/watch?v=QpzrjD_fOUw
11,12,Hola (I Say) (feat. Tom Walker),Marco Mengoni,13,1868768,-0.06%,https://www.youtube.com/watch?v=qBnffe5-WOE
12,n/a,LUNEDI',Salmo,7,1866967,n/a,https://www.youtube.com/watch?v=l8oJnpwvIfg
13,13,D'estate non vale (feat. Ana Mena),Fred De Palma,37,1748994,0.04%,https://www.youtube.com/watch?v=xj4ADZhEfJo
14,14,È sempre bello,Coez,8,1662174,0.01%,https://www.youtube.com/watch?v=MNWpYoR0HLw
15,31,Baila Baila Baila (Remix) (feat. Anuel AA Daddy Yankee J Balvin & Farruko),Ozuna,9,1495523,0.56%,https://www.youtube.com/watch?v=32F2d-wj4Xw
16,17,Da zero a cento,Baby K,37,1461970,0.03%,https://www.youtube.com/watch?v=XzuV0_cot-g
17,24,Anche Fragile,Elisa,7,1405187,0.21%,https://www.youtube.com/watch?v=fxzonH9rDw4
18,18,Amore e Capoeira (feat. Giusy Ferreri & Sean Kingston),Takagi & Ketra,38,1378929,0%,https://www.youtube.com/watch?v=N4pqF-hwFM4
