Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Musica leggerissima,Colapesce & Dimartino,6,5372969,-0.1%,https://www.youtube.com/watch?v=Q7NjUxGMv7Y
2,n/a,Mi troverai,Me contro Te,1,3719088,n/a,https://www.youtube.com/watch?v=jxGYsWlDGDw
3,3,lady,Sangiovanni,11,3465944,0.12%,https://www.youtube.com/watch?v=2yivf9LdbhI
4,2,CHIAMAMI PER NOME,Francesca Michielin & Fedez,6,3101341,-0.13%,https://www.youtube.com/watch?v=F92zPP2FbwE
5,5,La genesi del tuo colore,Irama,5,2489898,0.08%,https://www.youtube.com/watch?v=ksTDwL45sO0
6,4,VOCE,Madame,6,2194400,-0.09%,https://www.youtube.com/watch?v=cFAtUbi7a8w
7,7,Ti raggiungerò,Fred De Palma,4,2192910,0.17%,https://www.youtube.com/watch?v=2WMYOxpRVMI
8,6,ZITTI E BUONI,Måneskin,6,1843662,-0.17%,https://www.youtube.com/watch?v=QN1odfjtMoo
9,8,LA CANZONE NOSTRA,MACE & Blanco & Salmo,13,1569265,-0.08%,https://www.youtube.com/watch?v=XE6lV6xseQ4
10,9,A Un Passo Dalla Luna,Rocco Hunt & Ana Mena,40,1557931,0.01%,https://www.youtube.com/watch?v=Kh-Dz1Fuo1E
11,14,Mi Manchi,Aka 7even,6,1318467,0.15%,https://www.youtube.com/watch?v=qvJPtngb15E
12,18,Yo No Sé,RVFV & Pablo Mas,5,1292736,0.33%,https://www.youtube.com/watch?v=0ZLw3Insx3A
13,12,Karaoke,Boomdabash & Alessandra Amoroso,43,1288517,0.01%,https://www.youtube.com/watch?v=fHFx6FbUMRQ
14,10,Dieci,Annalisa,6,1203543,-0.1%,https://www.youtube.com/watch?v=dVLen7OOG38
15,20,MONTERO (Call Me By Your Name),Lil Nas X,2,1074166,0.3%,https://www.youtube.com/watch?v=6swmTBVI83k
16,15,Che me chiamme a fa?,Rocco Hunt & Geolier,7,1031154,-0.08%,https://www.youtube.com/watch?v=Vo00UBqXJRc
17,13,Venere e Marte (feat. Marco Mengoni & Frah Quintale),Takagi & Ketra,13,996865,-0.14%,https://www.youtube.com/watch?v=BfDsoB0jhsY
18,16,Glicine,Noemi,6,935923,-0.12%,https://www.youtube.com/watch?v=WuXm-dk8jQo
19,n/a,0 passi,Deddy,1,905530,n/a,https://www.youtube.com/watch?v=6WrNGmVXK-g
20,19,Jerusalema (feat. Nomcebo Zikode),Master KG,42,897017,0.08%,https://www.youtube.com/watch?v=fCZVL_8D048
21,11,Non Fare Così,Capo Plaza,11,824966,-0.37%,https://www.youtube.com/watch?v=gHdd3-F4oFg
22,26,Il Cielo Contromano,Deddy,13,818974,0.18%,https://www.youtube.com/watch?v=KWuCW9gTyds
23,17,Fiamme negli occhi,Coma_Cose,5,806551,-0.19%,https://www.youtube.com/watch?v=MJhkALvLs0s
