Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
29,40,Hecha Pa' Mi,Boza,11,690433,0.02%,https://www.youtube.com/watch?v=IOHh7vkX5O0
30,32,SPLASH (feat. Enzo Dong),MV Killa & Yung Snapp,13,685016,-0.13%,https://www.youtube.com/watch?v=04nnME7dTG0
31,37,Tik Tok RMX (feat. Marracash Guè Paky & Geolier),Sfera Ebbasta,17,670500,-0.08%,https://www.youtube.com/watch?v=R_vhQyDkL1E
32,35,Baby (feat. J Balvin),Sfera Ebbasta,17,641959,-0.14%,https://www.youtube.com/watch?v=1RpKdCl2uN4
33,39,Non Fare Così,Capo Plaza,8,636423,-0.08%,https://www.youtube.com/watch?v=gHdd3-F4oFg
34,41,Bam Bam Twist (feat. Gow Tribe & Frenetik&Orang3),Achille Lauro,28,636303,-0.05%,https://www.youtube.com/watch?v=zrvxL1REEVg
35,43,Pezzo Di Cuore,Emma & Alessandra Amoroso,9,617264,-0.04%,https://www.youtube.com/watch?v=NEMWc5OWCC8
36,n/a,Dynamite,BTS,25,613399,n/a,https://www.youtube.com/watch?v=gdZLi9oWNZg
37,86,Je ne sais pas,Lous and the Yakuza & Sfera Ebbasta & Shablo,3,601701,0.82%,https://www.youtube.com/watch?v=BpreyqrnMjE
38,47,Io sì (Seen),Laura Pausini,6,600575,-0.03%,https://www.youtube.com/watch?v=imjSm7FNmwE
39,n/a,Mediterranea,Irama,43,598052,n/a,https://www.youtube.com/watch?v=cNZrApXrEYc
40,49,No Cap (feat. Geolier),Emis Killa & Jake La Furia,3,596845,0%,https://www.youtube.com/watch?v=14tuRJKa91c
41,42,Scooby Doo,Pinguini Tattici Nucleari,18,586395,-0.09%,https://www.youtube.com/watch?v=gYJUPA26MyI
42,n/a,On The Ground,ROSÉ,1,583163,n/a,https://www.youtube.com/watch?v=CKZvWhCqx1s
43,51,Ferma A Guardare (feat. Pinguini Tattici Nucleari),Ernia,9,582964,-0.02%,https://www.youtube.com/watch?v=CrKFI6ktBp4
44,44,Lola,Niko Pandetta & Tempoxso,2,581393,-0.09%,https://www.youtube.com/watch?v=Zq64gX7toQE
45,n/a,Ti raggiungerò,Fred De Palma,1,579727,n/a,https://www.youtube.com/watch?v=2WMYOxpRVMI
46,48,Someone You Loved, & Donghun & Chan,12,565841,-0.08%,https://www.youtube.com/watch?v=S5QCIWRiO3M
47,45,Don't Worry,Boomdabash,18,558893,-0.12%,https://www.youtube.com/watch?v=6ec15XKKauU
48,46,Crepe,Irama,29,556303,-0.1%,https://www.youtube.com/watch?v=-iynHtTMoi8
49,n/a,Non mi basta più (feat. Chiara Ferragni),Baby K,37,551686,n/a,https://www.youtube.com/watch?v=4Rp6netehE4
50,n/a,Paloma (feat. Anitta),Fred De Palma,36,545117,n/a,https://www.youtube.com/watch?v=U95ZtTrAp2Q
51,50,L'urlo di Munch,Emanuele Aloia,7,527016,-0.12%,https://www.youtube.com/watch?v=sCusl2wiKMA
52,38,Un sorriso dentro al pianto,Ornella Vanoni,8,516134,-0.26%,https://www.youtube.com/watch?v=88pVkYtuaEU
53,54,Motel,Peppe Soks & Geolier & Janax,15,515953,-0.04%,https://www.youtube.com/watch?v=V9xMboii47A
54,52,POLVERE DA SPARO,Gaudiano,2,504554,-0.09%,https://www.youtube.com/watch?v=KJ63BZAHq1g
55,53,Concedimi,Matteo Romano,18,497891,-0.08%,https://www.youtube.com/watch?v=10U8ZY4PvS4
56,60,tutta la notte,Sangiovanni,4,485481,0.03%,https://www.youtube.com/watch?v=KQ2MthnRg1w
57,57,Io so guaglione,Rico Femiano & Stefania Lay & NANCY,20,485378,-0.05%,https://www.youtube.com/watch?v=hI5Ee_PeHJ4
58,59,SEVEN 7oo (feat. Rondodasosa Vale pain Neima Ezza Kilimoney Keta & Nko),SEVEN 7oo,10,469966,-0.07%,https://www.youtube.com/watch?v=kTKsXM8CYOY
59,85,16 Marzo (feat. Gow Tribe),Achille Lauro,24,454034,0.37%,https://www.youtube.com/watch?v=ycRWQlH_1dI
60,69,Aggio Perzo 'o Suonno,Neffa & Coez & TY1,2,436199,0.15%,https://www.youtube.com/watch?v=BPu8cCxGSC0
61,58,SOLO NOI,Achille Lauro,4,430422,-0.15%,https://www.youtube.com/watch?v=WBC5VxL6P9E
62,56,MOVIE (feat. Central Cee),Rondodasosa,3,428310,-0.19%,https://www.youtube.com/watch?v=Sj0CRhED9uY
63,23,Cuore amaro,Gaia,2,428308,-0.58%,https://www.youtube.com/watch?v=O3zNAEnOIiA
64,36,Quando trovo te,Francesco Renga,2,412917,-0.44%,https://www.youtube.com/watch?v=V2rJzTt-GpY
65,71,C'est la vie,Achille Lauro & Boss Doms,24,405837,0.11%,https://www.youtube.com/watch?v=hHJy_svMHXA
66,89,Il tuo nome,Il Tre,3,404366,0.28%,https://www.youtube.com/watch?v=kix2zbwCUbw
67,62,MIA,Lortex,18,389103,-0.08%,https://www.youtube.com/watch?v=kc3TTCvVVl8
68,61,GIRL LIKE ME,Black Eyed Peas & Shakira,15,388647,-0.1%,https://www.youtube.com/watch?v=vMLk_T0PPbk
69,98,Yo No Sé,RVFV & Pablo Mas,2,386406,0.31%,https://www.youtube.com/watch?v=0ZLw3Insx3A
70,65,Take You Dancing,Jason Derulo,19,380926,-0.05%,https://www.youtube.com/watch?v=s0-f5RncxcA
71,67,Love Not War,Jason Derulo & ,12,378786,-0.04%,https://www.youtube.com/watch?v=fZMRc-UyPm0
72,66,Chosen,Måneskin,19,377469,-0.05%,https://www.youtube.com/watch?v=GWVMcigVt48
73,64,Treni (feat. Il Ghost),Baby Gang,5,374598,-0.07%,https://www.youtube.com/watch?v=4KC0a56LIGM
74,72,Astronaut In The Ocean,Masked Wolf,6,371358,0.02%,https://www.youtube.com/watch?v=MEg-oqI9qmw
75,81,Guagliune (feat. Enzo Dong Ivan Granatino Lele Blade & Samurai Jay),Gigi D'Alessio,2,370042,0.09%,https://www.youtube.com/watch?v=EdY4qqazmDw
76,68,DÁKITI,Bad Bunny & Jhayco,19,367697,-0.05%,https://www.youtube.com/watch?v=TmKh7lAwnBI
77,74,Arcade (feat. FLETCHER),Duncan Laurence,4,367506,0.02%,https://www.youtube.com/watch?v=51u5fnyrGj4
78,77,Streets,Doja Cat,6,351578,-0.01%,https://www.youtube.com/watch?v=jJdlgKzVsnI
79,29,Il farmacista,Max Gazzè,2,342692,-0.58%,https://www.youtube.com/watch?v=hWx_cFXK3G0
80,75,drivers license,Olivia Rodrigo,10,332744,-0.07%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ
81,78,Pazzo e Te,Niko Pandetta & Gianni Celeste,6,331041,-0.04%,https://www.youtube.com/watch?v=2sL5GuXcJ3U
82,94,Eterno ammore,Gianni Fiorellino & Giusy Attanasio,5,329990,0.07%,https://www.youtube.com/watch?v=CPpWVZ3orY0
83,93,Il Cielo Contromano,Deddy,10,329597,0.07%,https://www.youtube.com/watch?v=KWuCW9gTyds
84,73,Quando Dio ti ha inventata,Emanuele Aloia,4,316566,-0.13%,https://www.youtube.com/watch?v=ic77eqf8Cgs
85,79,Copines,Aya Nakamura,7,310463,-0.1%,https://www.youtube.com/watch?v=EkGiGf8utCM
86,96,Le parole lontane,Måneskin,10,310311,0.02%,https://www.youtube.com/watch?v=R_EiKMW5ebU
87,83,goosebumps (feat. Kendrick Lamar),Travis Scott,5,303368,-0.09%,https://www.youtube.com/watch?v=Dst9gZkq1a8
88,82,Paradise,MEDUZA & Dermot Kennedy,11,303130,-0.09%,https://www.youtube.com/watch?v=e7HBypw4lhY
89,90,The Business,Tiësto,13,291138,-0.07%,https://www.youtube.com/watch?v=nCg3ufihKyU
90,n/a,A vita mia si tu,Marsica & Gianluca Capozzi,1,286888,n/a,https://www.youtube.com/watch?v=i58cPfcTsLE
91,97,MADAME - L'anima (feat. Madame),Marracash,17,284978,-0.04%,https://www.youtube.com/watch?v=KTwqx1Uf1C8
92,n/a,Another Love,Tom Odell,9,283880,n/a,https://www.youtube.com/watch?v=MwpMEbgC7DA
93,87,TOP BOY,DJ Mace & Geolier,6,283561,-0.11%,n/a
94,80,E invece si,Bugo,2,277053,-0.19%,https://www.youtube.com/watch?v=H_6VPlCwemY
95,n/a,Thunderstruck,AC/DC,6,276932,n/a,https://www.youtube.com/watch?v=v2AC41dglnM
96,88,Real Badman (Whoopty Freestyle),Shawn Storm & Wasp,19,275944,-0.13%,https://www.youtube.com/watch?v=vMRj17LXWd8
97,n/a,Follow You,Imagine Dragons,1,275657,n/a,https://www.youtube.com/watch?v=k3zimSRKqNw
98,95,il mio amico (feat. Fabri Fibra),Madame,4,275504,-0.09%,https://www.youtube.com/watch?v=bgcA7-_Fwpk
99,n/a,OMG,Capo Plaza,7,273616,n/a,https://www.youtube.com/watch?v=nGY_bnNgR5w
100,n/a,Your Love (9PM) (Live),ATB & Topic & A7S,1,272900,n/a,https://www.youtube.com/watch?v=5zLAhCOAATo
