Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
28,33,Fuego,Neves17 & Geolier & Lele Blade,3,1089377,0.13%,https://www.youtube.com/watch?v=gh3CcAKwsWM
29,23,TUTTO QUESTO SEI TU,Ultimo,9,1021009,-0.14%,https://www.youtube.com/watch?v=iDinXwBsQDM
30,30,Vai Bene Così,Leo Gassmann,2,1019265,-0.02%,https://www.youtube.com/watch?v=TaLqE6Ukwp8
31,26,CRUDELIA - I nervi,Marracash,16,947488,-0.17%,https://www.youtube.com/watch?v=h0OAYO6x2uA
32,40,JAMBO,Takagi & Ketra & OMI & Giusy Ferreri,39,891405,0.08%,https://www.youtube.com/watch?v=8OgCPfZXvnc
33,34,Magnifico difetto,Benji & Fede,9,888330,-0.04%,https://www.youtube.com/watch?v=DQA-DJ4Fuy4
34,39,Pookie,Aya Nakamura,25,880192,0.05%,https://www.youtube.com/watch?v=_bPa-VG0AWo
35,36,ARROGANTE,Irama,39,851123,-0.04%,https://www.youtube.com/watch?v=7x0Sm83tmHY
36,25,Don't Start Now,Dua Lipa,16,830886,-0.28%,https://www.youtube.com/watch?v=oygrmJFKYZY
37,57,Baciami adesso,Enrico Nigiotti,2,787606,0.39%,https://www.youtube.com/watch?v=cbiihmTQeAk
38,44,Mambo Salentino,Boomdabash & Alessandra Amoroso,37,779448,0.06%,https://www.youtube.com/watch?v=i8qZ2Hif_eM
39,41,Before You Go,Lewis Capaldi,5,759214,0.01%,https://www.youtube.com/watch?v=Jtauh8GcxBY
40,42,Il tuo profumo,Fred De Palma & Sofia Reyes,23,750769,0%,https://www.youtube.com/watch?v=9J7w4oGXRiY
41,n/a,Amici Per Errore,Tiziano Ferro,1,702334,n/a,https://www.youtube.com/watch?v=82xQymR7-a4
42,46,Someone You Loved,Lewis Capaldi,34,622682,-0.13%,https://www.youtube.com/watch?v=zABLecsR5UE
43,53,ANSIA NO,FSK SATELLITE,8,613729,-0.01%,https://www.youtube.com/watch?v=K_1A9uNZQXk
44,45,Piccola Stella,Ultimo,46,610896,-0.16%,https://www.youtube.com/watch?v=WovUGbBlzqA
45,47,Que Calor (feat. J Balvin & El Alfa),Major Lazer,20,608845,-0.1%,https://www.youtube.com/watch?v=ZBBS4imv1qo
46,n/a,No Time To Die (Live),Billie Eilish & FINNEAS,1,602879,n/a,https://www.youtube.com/watch?v=77UFV6FaDPo
47,38,Che vita meravigliosa,Diodato,7,589047,-0.32%,https://www.youtube.com/watch?v=3vugZjDZeWs
48,43,Il confronto,Marco Masini,3,583230,-0.22%,https://www.youtube.com/watch?v=tPquUHoNjbw
49,62,Stupida Allegria,Emma,9,580930,0.14%,https://www.youtube.com/watch?v=e92yJ7d3MT4
50,58,Tusa,KAROL G & Nicki Minaj,12,572096,0.01%,https://www.youtube.com/watch?v=tbneQDc2H3I
51,52,Yummy,Justin Bieber,7,564831,-0.11%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
52,n/a,WE COME FROM NAPOLI (feat. 3D (Massive Attack) & GAIKA),LIBERATO,1,563505,n/a,https://www.youtube.com/watch?v=xJosXQQ_6Ws
53,54,In Mezzo A Questo Inverno,Tiziano Ferro,13,534427,-0.14%,https://www.youtube.com/watch?v=nI8rbiUypcI
54,56,Sei bella come Roma,DANDY TURNER,7,526765,-0.08%,https://www.youtube.com/watch?v=CwqeesyLB90
55,60,BRAVI A CADERE - I polmoni,Marracash,16,498369,-0.11%,https://www.youtube.com/watch?v=9wndn1JeXg0
56,85,MALA SANTA,Becky G,6,496905,0.42%,https://www.youtube.com/watch?v=w2Ro8cgsmss
57,61,Falling,Trevor Daniel,12,492401,-0.04%,https://www.youtube.com/watch?v=L7mfjvdnPno
58,37,Il Sole Ad Est,Alberto Urso,3,477524,-0.46%,https://www.youtube.com/watch?v=7ull_ebpyfs
59,51,Eden (feat. Dardust),Rancore,2,477470,-0.25%,https://www.youtube.com/watch?v=DCmACrF33Po
60,n/a,Calipso (with Dardust) (feat. Sfera Ebbasta Mahmood & Fabri Fibra),Charlie Charles,36,471667,n/a,https://www.youtube.com/watch?v=kb5S2zXMhOo
61,63,Memories,Maroon 5,20,461646,-0.07%,https://www.youtube.com/watch?v=SlPhMPnQ58k
62,20,Finalmente io (Live),Irene Grandi,2,448192,-0.64%,https://www.youtube.com/watch?v=1UBoOicWM9c
63,65,Signor S,Me contro Te,13,443226,-0.06%,https://www.youtube.com/watch?v=AIl3SSpmuXw
64,n/a,Bando,ANNA,1,432070,n/a,n/a
65,66,Vaseme,Niko Pandetta,10,423215,-0.07%,https://www.youtube.com/watch?v=hfkcGZUzfRc
66,n/a,Nisciun (feat. Geolier),Rocco Hunt,21,419364,n/a,https://www.youtube.com/watch?v=_ONLByESVK8
67,59,Rosso di rabbia,Anastasio,2,418325,-0.26%,https://www.youtube.com/watch?v=yDWjlsQJFO0
68,84,ROXANNE,Arizona Zervas,11,411928,0.17%,https://www.youtube.com/watch?v=16YnOUnbE6s
69,64,Cadiamo insieme,Holden,6,406103,-0.16%,https://www.youtube.com/watch?v=1dD9Ze5z6dU
70,69,Duemila volte,Marco Mengoni,20,401247,-0.07%,https://www.youtube.com/watch?v=kvbF8sgpk8M
71,76,Mambo,Nicola Siciliano,13,395133,-0.02%,https://www.youtube.com/watch?v=q8c57ykm-1E
72,91,Me Gusta,Shakira & Anuel AA,3,384544,0.17%,https://www.youtube.com/watch?v=mf-UJ32PJgU
73,67,Carillon (with Achille Lauro) (feat. Achille Lauro),Nahaze,6,383409,-0.14%,https://www.youtube.com/watch?v=T-__MwCaTWw
74,78,Benvenuti In Italy,Rocco Hunt,16,376421,-0.04%,https://www.youtube.com/watch?v=8EdqKkc7Uto
75,87,COURMAYEUR,Dj Matrix & Carolina Márquez & Ludwig,8,372839,0.11%,https://www.youtube.com/watch?v=v8PjWH4-MiQ
76,86,Ayy Macarena,Poeta Callejero & Musicólogo The Libro,13,367095,0.07%,https://www.youtube.com/watch?v=obUHDyWFMi8
77,n/a,civico 30 freestyle,شوا,1,363256,n/a,https://www.youtube.com/watch?v=Gs9g5pQoy5c
78,75,Rossetto,Random,20,361590,-0.14%,https://www.youtube.com/watch?v=nADJaBv3T_Q
79,35,Carioca,Raphael Gualazzi,2,360321,-0.6%,https://www.youtube.com/watch?v=UTpjIcOm_mw
80,71,Vento sulla luna (feat. Rkomi),Annalisa,12,358160,-0.16%,https://www.youtube.com/watch?v=oulNJEJS9nw
81,88,Lose Control,Meduza & Becky Hill & Goodboys,16,356843,0.08%,https://www.youtube.com/watch?v=-3P2USPFDcE
82,89,Superstar (feat. Geolier),I Desideri,4,356539,0.08%,https://www.youtube.com/watch?v=hXOGtXEWie0
83,n/a,Ciao Fragola,Daniele De Martino,1,349186,n/a,https://www.youtube.com/watch?v=TffDA6U0qHU
84,93,Danza Kuduro (feat. Don Omar),Lucenzo,20,345987,0.08%,https://www.youtube.com/watch?v=7zp1TbLFPp8
85,n/a,Pensare Male (feat. Elodie),The Kolors,34,324508,n/a,https://www.youtube.com/watch?v=myrJ8th4Xgc
86,n/a,Loco Contigo,DJ Snake & J Balvin & Tyga,26,322053,n/a,https://www.youtube.com/watch?v=zNl00mOSnJI
87,70,Lo sappiamo entrambi,RIKI,2,321918,-0.25%,https://www.youtube.com/watch?v=cIhCuwuToos
88,92,Notte perfetta,Cristiano Malgioglio,8,317108,-0.03%,https://www.youtube.com/watch?v=L2mOyVtKFmE
89,83,I Nostri Anni,Tommaso Paradiso,6,317061,-0.1%,https://www.youtube.com/watch?v=EEeMRFEOLxs
90,90,Baila Conmigo (Instrumental),Gianmarco Play,11,309294,-0.06%,https://www.youtube.com/watch?v=bOws7arB7IQ
91,82,Motivo (feat. Coez),Gianna Nannini,7,305287,-0.16%,https://www.youtube.com/watch?v=xxT4nz4iYnc
92,68,Into the Unknown,Idina Menzel & Aurora,10,303693,-0.3%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
93,n/a,Vogl sul a te,Geolier,1,300070,n/a,https://www.youtube.com/watch?v=nu_RUX2TCv8
94,n/a,Life Is Good (feat. Drake),Future,1,299782,n/a,https://www.youtube.com/watch?v=l0U7SxXHkPY
95,96,SUPREME (feat. thasup & Sfera Ebbasta),Marracash,16,299012,-0.06%,https://www.youtube.com/watch?v=6StfynbWTNY
96,95,POLO NORD,Massimo Pericolo,11,298680,-0.06%,https://www.youtube.com/watch?v=Cx4GUHm5IIU
97,n/a,Per due che come noi,Brunori Sas,6,295021,n/a,https://www.youtube.com/watch?v=N2xnrRgE6l4
98,n/a,Puorteme Cu Ttè (feat. Giusy Attanasio),Andrea Zeta,1,292974,n/a,https://www.youtube.com/watch?v=BHMxqE2xNQU
99,n/a,MADAME - L'anima (feat. Madame),Marracash,13,291564,n/a,https://www.youtube.com/watch?v=KTwqx1Uf1C8
100,97,Rozzi,Paky,4,287156,-0.09%,https://www.youtube.com/watch?v=tvjRkzGTHkU
