Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
25,15,Jerusalema (feat. Nomcebo Zikode),Master KG,38,885699,-0.06%,https://www.youtube.com/watch?v=fCZVL_8D048
26,13,Una Canzone D'Amore Buttata Via,Vasco Rossi,10,865694,-0.11%,https://www.youtube.com/watch?v=30-XvAKLp0s
27,50,Figlia di...,Loredana Berté,2,843552,0.77%,https://www.youtube.com/watch?v=Aa1UVNDCjaw
28,n/a,Amare,La Rappresentante di Lista,1,840764,n/a,https://www.youtube.com/watch?v=iY9YsLvNNt8
29,n/a,Il farmacista,Max Gazzè,1,812349,n/a,https://www.youtube.com/watch?v=hWx_cFXK3G0
30,28,Inuyasha,Mahmood,5,807732,0.15%,https://www.youtube.com/watch?v=yfkp7bHyVGM
31,16,Save Your Tears,The Weeknd,11,795188,-0.16%,https://www.youtube.com/watch?v=XXYlFuWEuKI
32,14,SPLASH (feat. Enzo Dong),MV Killa & Yung Snapp,12,783217,-0.17%,https://www.youtube.com/watch?v=04nnME7dTG0
33,20,Motorola,Morad,8,780524,-0.09%,https://www.youtube.com/watch?v=hueE1VHushU
34,21,Street,Capo Plaza,7,750958,-0.12%,https://www.youtube.com/watch?v=oJmpllW2EqQ
35,18,Baby (feat. J Balvin),Sfera Ebbasta,16,745233,-0.17%,https://www.youtube.com/watch?v=1RpKdCl2uN4
36,n/a,Quando trovo te,Francesco Renga,1,739186,n/a,https://www.youtube.com/watch?v=V2rJzTt-GpY
37,17,Tik Tok RMX (feat. Marracash Guè Paky & Geolier),Sfera Ebbasta,16,731448,-0.21%,https://www.youtube.com/watch?v=R_vhQyDkL1E
38,82,Un sorriso dentro al pianto,Ornella Vanoni,7,698698,1.23%,https://www.youtube.com/watch?v=88pVkYtuaEU
39,25,Non Fare Così,Capo Plaza,7,689369,-0.06%,https://www.youtube.com/watch?v=gHdd3-F4oFg
40,22,Hecha Pa' Mi,Boza,10,674005,-0.15%,https://www.youtube.com/watch?v=IOHh7vkX5O0
41,60,Bam Bam Twist (feat. Gow Tribe & Frenetik&Orang3),Achille Lauro,27,666926,0.59%,https://www.youtube.com/watch?v=zrvxL1REEVg
42,27,Scooby Doo,Pinguini Tattici Nucleari,17,642488,-0.09%,https://www.youtube.com/watch?v=gYJUPA26MyI
43,29,Pezzo Di Cuore,Emma & Alessandra Amoroso,8,641435,-0.09%,https://www.youtube.com/watch?v=NEMWc5OWCC8
44,n/a,Lola,Niko Pandetta & Tempoxso,1,638928,n/a,https://www.youtube.com/watch?v=Zq64gX7toQE
45,23,Don't Worry,Boomdabash,17,638229,-0.15%,https://www.youtube.com/watch?v=6ec15XKKauU
46,34,Crepe,Irama,28,618596,0%,https://www.youtube.com/watch?v=-iynHtTMoi8
47,24,Io sì (Seen),Laura Pausini,5,618441,-0.16%,https://www.youtube.com/watch?v=imjSm7FNmwE
48,40,Someone You Loved, & Donghun & Chan,11,615612,0.06%,https://www.youtube.com/watch?v=S5QCIWRiO3M
49,59,No Cap (feat. Geolier),Emis Killa & Jake La Furia,2,596300,0.39%,https://www.youtube.com/watch?v=14tuRJKa91c
50,30,L'urlo di Munch,Emanuele Aloia,6,596131,-0.12%,https://www.youtube.com/watch?v=sCusl2wiKMA
51,31,Ferma A Guardare (feat. Pinguini Tattici Nucleari),Ernia,8,593477,-0.11%,https://www.youtube.com/watch?v=CrKFI6ktBp4
52,n/a,POLVERE DA SPARO,Gaudiano,1,555685,n/a,https://www.youtube.com/watch?v=KJ63BZAHq1g
53,36,Concedimi,Matteo Romano,17,542987,-0.11%,https://www.youtube.com/watch?v=10U8ZY4PvS4
54,37,Motel,Peppe Soks & Geolier & Janax,14,538419,-0.09%,https://www.youtube.com/watch?v=V9xMboii47A
55,85,Mi Manchi,Aka 7even,2,536167,0.75%,https://www.youtube.com/watch?v=qvJPtngb15E
56,11,MOVIE (feat. Central Cee),Rondodasosa,2,527896,-0.5%,https://www.youtube.com/watch?v=Sj0CRhED9uY
57,39,Io so guaglione,Rico Femiano & Stefania Lay & NANCY,19,509566,-0.14%,https://www.youtube.com/watch?v=hI5Ee_PeHJ4
58,66,SOLO NOI,Achille Lauro,3,504089,0.34%,https://www.youtube.com/watch?v=WBC5VxL6P9E
59,43,SEVEN 7oo (feat. Rondodasosa Vale pain Neima Ezza Kilimoney Keta & Nko),SEVEN 7oo,9,502978,-0.12%,https://www.youtube.com/watch?v=kTKsXM8CYOY
60,58,tutta la notte,Sangiovanni,3,471043,0.09%,https://www.youtube.com/watch?v=KQ2MthnRg1w
61,46,GIRL LIKE ME,Black Eyed Peas & Shakira,14,433872,-0.15%,https://www.youtube.com/watch?v=vMLk_T0PPbk
62,56,MIA,Lortex,17,422848,-0.04%,https://www.youtube.com/watch?v=kc3TTCvVVl8
63,n/a,Guaranà,Elodie,23,402434,n/a,https://www.youtube.com/watch?v=Txar0f9F2Pw
64,49,Treni (feat. Il Ghost),Baby Gang,4,400896,-0.16%,https://www.youtube.com/watch?v=4KC0a56LIGM
65,52,Take You Dancing,Jason Derulo,18,400765,-0.13%,https://www.youtube.com/watch?v=s0-f5RncxcA
66,n/a,Chosen,Måneskin,18,396994,n/a,https://www.youtube.com/watch?v=GWVMcigVt48
67,55,Love Not War,Jason Derulo & ,11,395994,-0.12%,https://www.youtube.com/watch?v=fZMRc-UyPm0
68,54,DÁKITI,Bad Bunny & Jhayco,18,385248,-0.15%,https://www.youtube.com/watch?v=TmKh7lAwnBI
69,n/a,Aggio Perzo 'o Suonno,Neffa & Coez & TY1,1,380864,n/a,https://www.youtube.com/watch?v=BPu8cCxGSC0
70,n/a,Sciccherie,Madame,2,367279,n/a,https://www.youtube.com/watch?v=5zxDFB6CS3g
71,n/a,C'est la vie,Achille Lauro & Boss Doms,23,365741,n/a,https://www.youtube.com/watch?v=hHJy_svMHXA
72,73,Astronaut In The Ocean,Masked Wolf,5,364631,0%,https://www.youtube.com/watch?v=MEg-oqI9qmw
73,61,Quando Dio ti ha inventata,Emanuele Aloia,3,364103,-0.11%,https://www.youtube.com/watch?v=ic77eqf8Cgs
74,77,Arcade (feat. FLETCHER),Duncan Laurence,3,360727,0.06%,https://www.youtube.com/watch?v=51u5fnyrGj4
75,57,drivers license,Olivia Rodrigo,9,356466,-0.18%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ
76,n/a,Non fare il G,Jamil & ,1,356429,n/a,https://www.youtube.com/watch?v=npIrMqjawiw
77,n/a,Streets,Doja Cat,5,354061,n/a,https://www.youtube.com/watch?v=jJdlgKzVsnI
78,67,Pazzo e Te,Niko Pandetta & Gianni Celeste,5,346288,-0.07%,https://www.youtube.com/watch?v=2sL5GuXcJ3U
79,64,Copines,Aya Nakamura,6,343166,-0.13%,https://www.youtube.com/watch?v=EkGiGf8utCM
80,n/a,E invece si,Bugo,1,342901,n/a,https://www.youtube.com/watch?v=H_6VPlCwemY
81,n/a,Guagliune (feat. Enzo Dong Ivan Granatino Lele Blade & Samurai Jay),Gigi D'Alessio,1,339330,n/a,https://www.youtube.com/watch?v=EdY4qqazmDw
82,69,Paradise,MEDUZA & Dermot Kennedy,10,334194,-0.09%,https://www.youtube.com/watch?v=e7HBypw4lhY
83,71,goosebumps (feat. Kendrick Lamar),Travis Scott,4,332444,-0.09%,https://www.youtube.com/watch?v=Dst9gZkq1a8
84,65,Bottiglie Privè,Sfera Ebbasta,20,331397,-0.13%,https://www.youtube.com/watch?v=HxOUtlUGFgo
85,n/a,16 Marzo (feat. Gow Tribe),Achille Lauro,23,330935,n/a,https://www.youtube.com/watch?v=ycRWQlH_1dI
86,32,Je ne sais pas,Lous and the Yakuza & Sfera Ebbasta & Shablo,2,330012,-0.49%,https://www.youtube.com/watch?v=BpreyqrnMjE
87,78,TOP BOY,DJ Mace & Geolier,5,319722,-0.04%,n/a
88,74,Real Badman (Whoopty Freestyle),Shawn Storm & Wasp,18,316719,-0.12%,https://www.youtube.com/watch?v=vMRj17LXWd8
89,n/a,Il tuo nome,Il Tre,2,316360,n/a,https://www.youtube.com/watch?v=kix2zbwCUbw
90,70,The Business,Tiësto,12,313644,-0.14%,https://www.youtube.com/watch?v=nCg3ufihKyU
91,n/a,Magnifico (feat. Francesca Michielin),Fedez,21,312883,n/a,https://www.youtube.com/watch?v=RELQXv8m_cc
92,n/a,Me Ne Frego,Achille Lauro,14,312131,n/a,https://www.youtube.com/watch?v=KN47Lv6xNRo
93,81,Il Cielo Contromano,Deddy,9,308966,-0.02%,https://www.youtube.com/watch?v=KWuCW9gTyds
94,91,Eterno ammore,Gianni Fiorellino & Giusy Attanasio,4,307579,0.06%,https://www.youtube.com/watch?v=CPpWVZ3orY0
95,93,il mio amico (feat. Fabri Fibra),Madame,3,304232,0.06%,https://www.youtube.com/watch?v=bgcA7-_Fwpk
96,n/a,Le parole lontane,Måneskin,9,302773,n/a,https://www.youtube.com/watch?v=R_EiKMW5ebU
97,n/a,MADAME - L'anima (feat. Madame),Marracash,16,298267,n/a,https://www.youtube.com/watch?v=KTwqx1Uf1C8
98,n/a,Yo No Sé,RVFV & Pablo Mas,1,294609,n/a,https://www.youtube.com/watch?v=0ZLw3Insx3A
99,72,Mantieni il bacio,Michele Bravi,7,290776,-0.2%,https://www.youtube.com/watch?v=jYifnGo7mxg
100,n/a,MOTOROLA RMX,ISKIDO GANG,1,289534,n/a,https://www.youtube.com/watch?v=gBbU8mjALzk
