Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
60,51,Karma,Baby Gang & Higashi,2,306202,-0.27%,https://www.youtube.com/watch?v=O20VyFkGhWI
61,61,Lej,Don Xhoni & Dhurata Dora,10,302870,-0.15%,https://www.youtube.com/watch?v=Y-gJhIl4pdc
62,78,N'ata vot (Perdono),Le-one,8,290132,0.14%,https://www.youtube.com/watch?v=gnOBHBYJKxs
63,n/a,ACQUA E SALE (Remix),V1b3x,1,285840,n/a,https://www.youtube.com/watch?v=WSGqA5UxZLI
64,65,Soldi,Mahmood,56,270214,-0.13%,https://www.youtube.com/watch?v=22lISUXgSUw
65,92,MA CHE IDEA,bnkr44 & Pino D'Angiò,2,269282,0.23%,https://www.youtube.com/watch?v=nv2wblCeb5Q
66,76,Soli A Milano,Club Dogo & Elodie,7,262612,0.02%,https://www.youtube.com/watch?v=Sc430QRHW9c
67,70,IO ME ED ALTRI GUAI,Rose Villain,17,261516,-0.07%,https://www.youtube.com/watch?v=FLGv5HulDLo
68,n/a,The Sound of Silence,Disturbed,1,260138,n/a,https://www.youtube.com/watch?v=u9Dg-g7t2l4
69,n/a,Popular (feat. Playboi Carti),The Weeknd & Madonna,1,256737,n/a,https://www.youtube.com/watch?v=xnvkStb2jT0
70,n/a,NUVOLA,Holden,9,255764,n/a,https://www.youtube.com/watch?v=qND9vkZJRbE
71,88,LATITANTE,SIMBA LA RUE,8,241491,0.05%,https://www.youtube.com/watch?v=bvLqpJ301iI
72,82,Unwritten,Natasha Bedingfield,5,239976,-0.03%,https://www.youtube.com/watch?v=b7k0a5hYnSI
73,74,BOULEVARD,Artie 5ive & Rondodasosa,7,235315,-0.11%,https://www.youtube.com/watch?v=lyYuFIqbsbE
74,79,Baby U Want Me (feat. Geolier),Vale Lambo,7,234628,-0.07%,https://www.youtube.com/watch?v=n3IWsifkktA
75,72,UN MILIONE DI NOTTI,Mr. Rain & CLARA  ,19,231980,-0.16%,https://www.youtube.com/watch?v=qhNMOhYRqPc
76,89,Ancora ancora ancora [Mark Ronson Remix] (Extended Version (Mark Ronson Remix)),Mina Mazzini,18,231110,0.03%,https://www.youtube.com/watch?v=J63lWNKpmNs
77,84,TU RIEST TU (feat. Nello Amato),VMONSTER,7,230980,-0.05%,https://www.youtube.com/watch?v=HSu9vx2PZ0Y
78,n/a,Buscando Money,TWENTY SIX & Tayson Kryss,1,229196,n/a,https://www.youtube.com/watch?v=P6Nhso_mU3E
79,n/a,SOLDI A CASA (feat. Ghali),SIMBA LA RUE & FT Kings,4,226391,n/a,https://www.youtube.com/watch?v=o47d7fPjFz8
80,63,Ricominciamo tutto,Negramaro,4,218871,-0.35%,https://www.youtube.com/watch?v=-kDIB_jooQI
81,93,Core Mio,Jhosef,16,211238,-0.03%,https://www.youtube.com/watch?v=FjpXHEYYkoQ
82,87,Houdini,Dua Lipa,16,211152,-0.09%,https://www.youtube.com/watch?v=suAR1PYFNYA
83,n/a,Mi gyal,Daviles de Novelda & DaniMflow,3,207719,n/a,https://www.youtube.com/watch?v=KcOMNtIRX9s
84,n/a,Occidentali's Karma,Francesco Gabbani,55,203482,n/a,https://www.youtube.com/watch?v=_h_XxY8syEQ
85,n/a,MA DOUCE,GIMS & Baby Gang,1,203430,n/a,https://www.youtube.com/watch?v=WvWrvjVtOLo
86,80,IL CIELO NON CI VUOLE (Live),Fred De Palma,3,203102,-0.2%,https://www.youtube.com/watch?v=tAfMJk9aMBQ
87,n/a,Spingere (feat. VillaBanks),Il Pagante,4,201982,n/a,https://www.youtube.com/watch?v=6azisbesBSE
88,96,SPETTACOLARE,Maninni,3,199605,-0.05%,https://www.youtube.com/watch?v=L87TIGYLzEg
89,94,Sarile,Mandi & Bes Kallaku,14,199529,-0.08%,https://www.youtube.com/watch?v=mE8Sy_61ecQ
90,66,BAYNA,Ghali,3,196181,-0.35%,https://www.youtube.com/watch?v=tFq2I2a3Pj8
91,n/a,L'Anticristo,Kid Yugi,1,196157,n/a,https://www.youtube.com/watch?v=eWKwOac6p4g
92,77,Bella d'estate,Mango,9,185989,-0.28%,https://www.youtube.com/watch?v=j2AJOo9zLvg
93,n/a,Bruciasse Il Cielo,BLANCO,14,185343,n/a,https://www.youtube.com/watch?v=X2pjvM1Yl14
94,68,finiscimi,Sangiovanni,3,185207,-0.35%,https://www.youtube.com/watch?v=OZRpLW4Jar8
95,97,MOON (feat. Capo Plaza & Tony Boy),AVA,4,185014,-0.11%,https://www.youtube.com/watch?v=nY2teQdzBso
96,99,Nato Per Questo,Club Dogo & Marracash,7,184449,-0.11%,https://www.youtube.com/watch?v=DKcVrwXP5c8
97,n/a,Treno Luntane,Franco Ricciardi & Rocco Hunt,19,181866,n/a,https://www.youtube.com/watch?v=hGNXCukxQ6w
98,n/a,Ricordi Sbiaditi (feat. Capo Plaza),Medy,10,180828,n/a,https://www.youtube.com/watch?v=nQl6AqE18bw
99,n/a,BÂTIMENT,SIMBA LA RUE & FT Kings,6,179113,n/a,https://www.youtube.com/watch?v=Ia6hh01e5P4
100,n/a,Primmavera,Franco Ricciardi,14,178136,n/a,https://www.youtube.com/watch?v=CXkcUB9Mr_s
