Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,TUTA GOLD,Mahmood,5,8238488,-0.04%,https://www.youtube.com/watch?v=Pz168-XMNIk
2,1,Sinceramente,Annalisa,5,7544097,-0.16%,https://www.youtube.com/watch?v=NfEp5l0UMBE
3,3,I P’ ME TU P’ TE,Geolier,5,4736648,-0.14%,https://www.youtube.com/watch?v=qon1NJ6D3co
4,4,la noia,Angelina Mango,5,4490317,-0.18%,https://www.youtube.com/watch?v=psiytW9Or2s
5,5,Casa Mia,Ghali,5,3832855,-0.16%,https://www.youtube.com/watch?v=hdcIhDr2MG0
6,6,UN RAGAZZO UNA RAGAZZA,The Kolors,5,2979232,-0.09%,https://www.youtube.com/watch?v=L6c_NhXeGYo
7,17,100 MESSAGGI,Lazza,2,2840401,1.6%,https://www.youtube.com/watch?v=F7katA08VeA
8,7,Tu No,Irama,5,2514153,-0.18%,https://www.youtube.com/watch?v=m7-hIpk6vNI
9,8,Ma non tutta la vita,Ricchi e Poveri,5,2322747,0.04%,https://www.youtube.com/watch?v=lhmB3KIXchA
10,9,CLICK BOOM!,Rose Villain,5,2199706,0.1%,https://www.youtube.com/watch?v=8mCBkGR_PRc
11,10,Pazza,Loredana Berté,5,1681795,-0.07%,https://www.youtube.com/watch?v=RipSewkfsUg
12,13,APNEA,Emma,5,1587538,0.06%,https://www.youtube.com/watch?v=Jf5nOnCWicA
13,12,Vai!,Alfa,5,1570503,-0.09%,https://www.youtube.com/watch?v=Z6X3K13EqQI
14,14,DIAMANTI GREZZI,CLARA  ,5,1424605,-0.02%,https://www.youtube.com/watch?v=XoeS9zTGFmg
15,18,In Italia 2024 (feat. Baby Gang),Fabri Fibra,2,1306540,0.21%,https://www.youtube.com/watch?v=n3CEdEGrTug
16,11,La rondine,Angelina Mango,6,1242590,-0.28%,https://www.youtube.com/watch?v=6hX-5NAp41I
17,15,Che t'o dico a fa',Angelina Mango,22,1193027,-0.09%,https://www.youtube.com/watch?v=cHqS0XR8pns
18,16,Capolavoro (Live),Il Volo,5,997635,-0.11%,https://www.youtube.com/watch?v=vJ4xWqJZWkY
19,19,Onda Alta,Dargen D'Amico,5,932530,-0.08%,https://www.youtube.com/watch?v=kgmlAjANbE4
20,38,ADDO STAJE (Ride it RMX),Le-one & VTR,2,918790,0.93%,https://www.youtube.com/watch?v=Zig8kbHaooU
21,20,DUE ALTALENE,Mr. Rain,5,914679,0.03%,https://www.youtube.com/watch?v=S9jE_80Bnm8
22,n/a,Eva,Kid Yugi & Tedua,1,831533,n/a,https://www.youtube.com/watch?v=mKvMFlBPin8
23,21,Mariposa (LIve),Fiorella Mannoia,5,806505,-0.07%,https://www.youtube.com/watch?v=TxESTffH9nw
24,23,Fino a qui,Alessandra Amoroso,5,802866,0.03%,https://www.youtube.com/watch?v=f8T7lJILPJo
25,22,ITALODISCO (Karaoke Version),The Kolors,43,785358,-0.06%,https://www.youtube.com/watch?v=3l9a1uvoIp0
26,24,Calcolatrici,Sfera Ebbasta & Geolier & SIMBA LA RUE,16,702142,-0.05%,https://www.youtube.com/watch?v=J_CVyGZp4Qs
27,26,VETRI NERI,AVA & ANNA & Capo Plaza,42,701046,0.06%,https://www.youtube.com/watch?v=2jCjNv1bscw
28,25,EVERYDAY (feat. Shiva ANNA & Geolier),Takagi & Ketra,21,665555,-0.05%,https://www.youtube.com/watch?v=KKMdXAAIIMA
29,27,Ci pensiamo domani,Angelina Mango,43,632715,-0.03%,https://www.youtube.com/watch?v=sagx_4ioTEk
30,n/a,Lilith,Kid Yugi,1,594325,n/a,https://www.youtube.com/watch?v=Vq5F6zj1MX4
31,29,Mon Amour,Annalisa,49,587483,-0.05%,https://www.youtube.com/watch?v=RzyD08-w-tk
32,n/a,Ex Angelo,Kid Yugi & Sfera Ebbasta & Shablo,1,543196,n/a,https://www.youtube.com/watch?v=iNzylCe3ZnQ
33,33,Vulisse fa peccato (feat. Giusy Attanasio),Nando De Marco,12,537416,-0.01%,https://www.youtube.com/watch?v=uiie1Jb9k-k
34,39,Beautiful Things,Benson Boone,5,528384,0.11%,https://www.youtube.com/watch?v=Oa_RSwwpPaA
35,36,ROSSOFUOCO,Mida,17,512057,0.05%,https://www.youtube.com/watch?v=0OFdrhcqdno
36,30,Euforia,Annalisa,16,504621,-0.09%,https://www.youtube.com/watch?v=fQh18qAZWZU
37,31,Tutto Qui (Live),Gazzelle,5,487618,-0.11%,https://www.youtube.com/watch?v=VNnn9X4GWY0
38,37,Plaza Freestyle,DJ Princex,9,476113,-0.01%,https://www.youtube.com/watch?v=4siMuPDAp4c
39,32,AUTODISTRUTTIVO,LA SAD,5,456507,-0.17%,https://www.youtube.com/watch?v=R05WVYo4lsw
40,65,MA CHE IDEA,bnkr44 & Pino D'Angiò,3,419419,0.56%,https://www.youtube.com/watch?v=nv2wblCeb5Q
41,41,bellissimissima <3,Alfa,38,417467,-0.08%,https://www.youtube.com/watch?v=330xZ5xFF68
42,35,FRAGILI,Il Tre,5,415613,-0.16%,https://www.youtube.com/watch?v=y5QwrT_EobE
43,45,Seya,Morad & GIMS,18,410440,0.01%,https://www.youtube.com/watch?v=uUAJFN7-FdQ
44,n/a,Denaro,Kid Yugi & SIMBA LA RUE,1,408103,n/a,https://www.youtube.com/watch?v=seeofUsSRJc
45,51,Bee,Vale Lambo,7,401148,0.06%,https://www.youtube.com/watch?v=3oEqKPsr7Ms
46,50,15 Piani,Sfera Ebbasta & Marracash,16,400046,0.04%,https://www.youtube.com/watch?v=7puLc-Nw5mc
47,43,Mwaki (feat. Sofiya Nzau),Zerb,8,397162,-0.07%,https://www.youtube.com/watch?v=y6iMvNkAQt4
48,46,Anche Stasera,Sfera Ebbasta & Elodie,16,396726,-0.03%,https://www.youtube.com/watch?v=kOdgi9A-AJ4
49,44,Ti Sento,Matia Bazar,17,388440,-0.07%,https://www.youtube.com/watch?v=FOadUytpMEU
50,40,Ti muovi,Diodato,5,385759,-0.16%,https://www.youtube.com/watch?v=W8EayE3KdOE
51,28,TEKKEN (feat. SIMBA LA RUE),Niky Savage,2,384943,-0.39%,https://www.youtube.com/watch?v=iIik9B-TZSY
52,55,Lose Control (Live),Teddy Swims,7,382931,0.08%,https://www.youtube.com/watch?v=GZ3zL7kT6_c
53,48,La rabbia non ti basta,BigMama,4,367018,-0.07%,https://www.youtube.com/watch?v=UymqXckCJj8
54,79,SOLDI A CASA (feat. Ghali),SIMBA LA RUE & FT Kings,5,364957,0.61%,https://www.youtube.com/watch?v=o47d7fPjFz8
55,62,N'ata vot (Perdono),Le-one,9,361228,0.25%,https://www.youtube.com/watch?v=gnOBHBYJKxs
56,42,RED,STE,8,360723,-0.17%,https://www.youtube.com/watch?v=Wn-OLoI-hfY
57,n/a,FULL FULL,VMONSTER,1,353342,n/a,https://www.youtube.com/watch?v=qxEnZKIqSzo
58,n/a,CRUDELIA - I nervi,Marracash,22,335413,n/a,https://www.youtube.com/watch?v=h0OAYO6x2uA
59,68,The Sound of Silence,Disturbed,2,332672,0.28%,https://www.youtube.com/watch?v=u9Dg-g7t2l4
60,54,Moneylove (feat. Emis Killa),Massimo Pericolo,14,332124,-0.08%,https://www.youtube.com/watch?v=hq2dg2MU6b4
61,49,Foglie D'Autunno,Matteo Paolillo - Icaro & Lolloflow,3,317785,-0.19%,https://www.youtube.com/watch?v=tCxaQbx_C2E
62,n/a,Terr1,Kid Yugi & Geolier,1,315634,n/a,https://www.youtube.com/watch?v=TU72BbShdQ0
63,53,TUNNEL,SIMBA LA RUE & FT Kings,9,309595,-0.15%,https://www.youtube.com/watch?v=CmcyjbJ7Q1w
64,57,P Secondigliano,Geolier & Nicola Siciliano,20,307696,-0.08%,https://www.youtube.com/watch?v=xlcNWxevZQA
65,52,l'amore in bocca,SANTI FRANCESI,4,296667,-0.18%,https://www.youtube.com/watch?v=quFGreXfKKg
66,56,GOVERNO PUNK,bnkr44,4,293971,-0.13%,https://www.youtube.com/watch?v=mWCIbuJBHd8
67,58,Petit Fou Fou,Rhove & ANNA,11,292725,-0.07%,https://www.youtube.com/watch?v=9LJ2Gr2qQrU
68,n/a,Servizio,Kid Yugi & Papa V & Noyz Narcos,1,282394,n/a,https://www.youtube.com/watch?v=26amTQOcK7M
69,n/a,Capra a tre Teste,Kid Yugi & Tony Boy & Artie 5ive,1,273615,n/a,https://www.youtube.com/watch?v=uX7PYIZ7CJ8
70,n/a,Lucifero,Kid Yugi,1,265965,n/a,https://www.youtube.com/watch?v=3F0LppqS6AU
71,66,Soli A Milano,Club Dogo & Elodie,8,265523,0.01%,https://www.youtube.com/watch?v=Sc430QRHW9c
72,61,Lej,Don Xhoni & Dhurata Dora,11,265321,-0.12%,https://www.youtube.com/watch?v=Y-gJhIl4pdc
73,n/a,Nemico,Kid Yugi & Ernia,1,250503,n/a,https://www.youtube.com/watch?v=1lfsgzDBaTc
74,n/a,Il Signore delle Mosche,Kid Yugi,1,246622,n/a,https://www.youtube.com/watch?v=6ErZMhyuVN4
75,67,IO ME ED ALTRI GUAI,Rose Villain,18,244264,-0.07%,https://www.youtube.com/watch?v=FLGv5HulDLo
76,59,Il Doc 4 (feat. Ernia Emis Killa & Niky Savage),VillaBanks,4,236690,-0.24%,https://www.youtube.com/watch?v=pSfSoFkfAwg
77,91,L'Anticristo,Kid Yugi,2,236633,0.21%,https://www.youtube.com/watch?v=eWKwOac6p4g
78,76,Ancora ancora ancora [Mark Ronson Remix] (Extended Version (Mark Ronson Remix)),Mina Mazzini,19,235517,0.02%,https://www.youtube.com/watch?v=J63lWNKpmNs
