Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
15,19,Caramello,Rocco Hunt & Elettra Lamborghini & Lola Indigo,38,1160795,0.02%,https://www.youtube.com/watch?v=uivZrg8xEVI
16,18,X CASO (feat. Sfera Ebbasta),Geolier,9,1115668,-0.04%,https://www.youtube.com/watch?v=UXinTUVyTMo
17,13,Due (Live),Elodie,5,1113001,-0.14%,https://www.youtube.com/watch?v=T89rimi2Q8A
18,10,TQG,KAROL G & Shakira,2,1050664,-0.31%,https://www.youtube.com/watch?v=jZGpkLElSu8
19,23,Non lo Sai,Shiva,15,1029894,-0.01%,https://www.youtube.com/watch?v=gbcYVcAaIIc
20,24,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap & Quevedo,29,996782,0.02%,https://www.youtube.com/watch?v=A_g3lMcWVy0
21,22,Furore,Paola & Chiara,5,984739,-0.06%,https://www.youtube.com/watch?v=sO03mSDTBVo
22,20,L'Isola Delle Rose,BLANCO,6,956129,-0.15%,https://www.youtube.com/watch?v=g2647z7McDE
23,17,L'ADDIO,Coma_Cose,5,931361,-0.2%,https://www.youtube.com/watch?v=xKUH-NKtMJY
24,25,Arai (feat. Capo Plaza),Medy,8,930488,0.09%,https://www.youtube.com/watch?v=K1B81jBIFAY
25,21,Alba,Ultimo,5,896886,-0.14%,https://www.youtube.com/watch?v=YFTqKB7STUw
26,28,Tropicana,Boomdabash & Annalisa,39,778557,0.01%,https://www.youtube.com/watch?v=qo9UmHJH0Mo
27,26,Splash,Colapesce & Dimartino,5,762453,-0.11%,https://www.youtube.com/watch?v=xcFgzAJnG8A
28,27,ME STAJE APPENNENN' AMÒ,LIBERATO,19,751531,-0.05%,https://www.youtube.com/watch?v=8pFwPKNDF6E
29,29,CHIAGNE (feat. Lazza & Takagi & Ketra),Geolier,19,735140,-0.02%,https://www.youtube.com/watch?v=LvXWeSPruHM
30,30,Duemilaminuti (Live),Mara Sattei,5,703394,-0.04%,https://www.youtube.com/watch?v=ziqUXw7s-XA
31,31,Un Altro Show (feat. Geolier),Shiva,15,665501,-0.06%,https://www.youtube.com/watch?v=6hhcvuPCpbQ
32,33,THE LONELIEST,Måneskin,22,657363,-0.06%,https://www.youtube.com/watch?v=odWKEfp2QMY
33,34,Heaven,Boomdabash & Eiffel 65,13,614514,-0.04%,https://www.youtube.com/watch?v=zIy_SsdPxCk
34,32,Guasto D'Amore,Bresh & Shune,6,604083,-0.14%,https://www.youtube.com/watch?v=1U3A1tD3GeA
35,46,Calm Down,Rema & Selena Gomez,30,582332,0.15%,https://www.youtube.com/watch?v=WcIcVapfqXw
36,44,LA DOLCE VITA,Fedez & Tananai & Mara Sattei,39,556851,0.05%,https://www.youtube.com/watch?v=TX_csdgqhxA
37,37,ABISSALE,Tananai,21,549928,-0.01%,https://www.youtube.com/watch?v=KbLgYUBnki0
38,39,SIMPLY THE BEST,Black Eyed Peas & Anitta & El Alfa,14,546160,-0.01%,https://www.youtube.com/watch?v=AbNOhZ1rsG8
39,42,Fantasmi (feat. Geolier),Rose Villain,7,543193,0.01%,https://www.youtube.com/watch?v=C3kplnH34qY
40,n/a,HOE + HARD (feat. Tony Effe),Icy Subzero,1,543147,n/a,https://www.youtube.com/watch?v=DrtrNklfbq8
41,38,Ddoje mane (feat. Raiz),Stefano Lentini,5,530896,-0.04%,https://www.youtube.com/watch?v=mhsr-nnkyyQ
42,43,Il Doc 3 (feat. MamboLosco),VillaBanks & Linch & Andry The Hitmaker,4,524820,-0.02%,https://www.youtube.com/watch?v=xemHyHlQ37w
43,41,MONDAY,Geolier,7,521025,-0.04%,https://www.youtube.com/watch?v=Hk3Syf0Lk98
44,40,Extasi,Fred De Palma,38,510860,-0.06%,https://www.youtube.com/watch?v=5EwGemMdwzY
45,35,PANICO (feat. Takagi & Ketra),Lazza,32,488662,-0.14%,https://www.youtube.com/watch?v=-11sPp2JzOA
46,47,MARE DI GUAI,Ariete,5,482912,-0.03%,https://www.youtube.com/watch?v=hHFqqCMEf2U
47,36,Se poi domani,LDA,4,474985,-0.16%,https://www.youtube.com/watch?v=Sjva6lAHZbw
48,49,ME VULEV FA RUOSS,Geolier,9,469266,0.01%,https://www.youtube.com/watch?v=ZU6NpUv7JwA
49,45,MOSTRO,gIANMARIA,4,460399,-0.11%,https://www.youtube.com/watch?v=KnP3beN3vuE
50,53,Tic toc [Non è andata così],Stefano Lentini,3,451243,0.04%,https://www.youtube.com/watch?v=ArKSWe3rMMY
51,51,Bloody Mary,Lady Gaga,13,422869,-0.06%,https://www.youtube.com/watch?v=VFwmKL5OL-Q
52,54,Mollami Pt.2,Guè,8,422718,-0.02%,https://www.youtube.com/watch?v=ab4PdCyqbTI
53,55,La Bellavita (feat. JUL),Paky,19,422123,-0.01%,https://www.youtube.com/watch?v=sCtfywzUpbY
54,48,A L I,Irama,15,414049,-0.15%,https://www.youtube.com/watch?v=stS1S04rBFA
55,50,Polvere,Olly & JVLI,4,353533,-0.22%,https://www.youtube.com/watch?v=6jFvKmxxIxM
56,56,Terzo Cuore,Leo Gassmann,4,349531,-0.11%,https://www.youtube.com/watch?v=7po4P3lN7TA
57,65,MONEY,Geolier,16,342327,-0.02%,https://www.youtube.com/watch?v=MVEVhtoYBxE
58,60,Tirana,Paky & Finem,5,336391,-0.1%,https://www.youtube.com/watch?v=oaJ0WvG81Yc
59,58,Lasciami,Modà,5,330791,-0.13%,https://www.youtube.com/watch?v=EQavU_xpMrA
60,63,A' vita senz' e te (Me fa paura),Rocco Hunt,18,330265,-0.08%,https://www.youtube.com/watch?v=g25NwRGdFyk
61,62,TOXIC (feat. LA SAD),Theø & Plant & Fiks,5,326506,-0.11%,https://www.youtube.com/watch?v=GcgrgL3yZjo
62,61,UN BEL VIAGGIO,Articolo 31,5,324288,-0.13%,https://www.youtube.com/watch?v=AhJcbnrqVwg
63,64,GOSSIP (feat. Tom Morello),Måneskin,8,320748,-0.09%,https://www.youtube.com/watch?v=XrsbfrFPATs
64,59,Die For You (Remix),The Weeknd & Ariana Grande,2,313948,-0.17%,https://www.youtube.com/watch?v=YQ-qToZUybM
65,67,Shawty (feat. ANNA),Yung Snapp,6,313275,-0.05%,https://www.youtube.com/watch?v=g7p3fCVbAb8
66,57,Senza Di Te,Me contro Te,6,306081,-0.21%,https://www.youtube.com/watch?v=7C7ZfH-9hkQ
67,68,Alleluia (feat. Sfera Ebbasta),Shiva,15,303687,0%,https://www.youtube.com/watch?v=nZdNV5PnZws
68,n/a,Gangsta's Paradise (feat. L.V.),Coolio,21,293782,n/a,https://www.youtube.com/watch?v=fPO76Jlnz6c
69,69,Ghosts Again,Depeche Mode,4,279336,-0.04%,https://www.youtube.com/watch?v=iIyrLRixMs8
70,n/a,La Bachata,Manuel Turizo,21,273685,n/a,https://www.youtube.com/watch?v=TiM_TFpT_DE
71,70,IMPORTANTE,Marracash,13,269861,-0.06%,https://www.youtube.com/watch?v=tTaEfEyEGrQ
72,85,Mockingbird,Eminem,20,266656,0.19%,https://www.youtube.com/watch?v=S9bCLPwzSC0
73,78,Sangue Nero,Matteo Paolillo - Icaro,3,266445,0.09%,https://www.youtube.com/watch?v=4WqaQc5IAEw
74,n/a,Besame,Dhurata Dora,1,262189,n/a,https://www.youtube.com/watch?v=aGB6Zal6BMg
75,71,Vivo,Levante,4,252884,-0.12%,https://www.youtube.com/watch?v=x7axxP9Nyag
76,n/a,YAMAMAY,Niky Savage,1,251793,n/a,https://www.youtube.com/watch?v=Zig9x7TRQTE
77,n/a,Il mio canto libero,Lucio Battisti,2,247326,n/a,https://www.youtube.com/watch?v=sNYuwmQCn-s
78,76,BamBamBam,Niko Pandetta & Neima Ezza,7,240552,-0.07%,https://www.youtube.com/watch?v=9Xt140Pp6vo
79,79,TU T'E SCURDAT' 'E ME,Liberato,17,239107,-0.01%,https://www.youtube.com/watch?v=AWQcDlHoE4o
80,77,Meteoriti,Mr. Rain,13,238321,-0.04%,https://www.youtube.com/watch?v=Q1brWO76mrk
81,74,parole dette male,Giorgia,4,231626,-0.15%,https://www.youtube.com/watch?v=SQAy5fLh8C4
82,80,So' pront a giudica',Carmelo Lucifora,6,229264,-0.03%,https://www.youtube.com/watch?v=gDfRM2rvqfk
83,n/a,EGO,Icy Subzero,30,228508,n/a,https://www.youtube.com/watch?v=MHxf9Bir5to
84,73,Lettera 22,Cugini Di Campagna,4,226553,-0.19%,https://www.youtube.com/watch?v=nfbIurCQv2s
85,n/a,Abbracciame,Andrea Sannino,27,224901,n/a,https://www.youtube.com/watch?v=ziBga4SbRX4
86,n/a,Non Abbiamo Età,Luchè,23,224036,n/a,https://www.youtube.com/watch?v=7YcCw2uOjSE
87,72,20 ALBANESI,Il Ghost,2,223291,-0.21%,https://www.youtube.com/watch?v=bQrTljVu1kc
88,89,'O Mar For [Originale] (feat. Lolloflow),Matteo Paolillo - Icaro,3,222501,0.03%,https://www.youtube.com/watch?v=Zmhocnn05NE
89,83,Sigue,Beny Jr & Morad & K y B,9,217342,-0.04%,https://www.youtube.com/watch?v=jH6pCB61Bzk
90,86,NO,Meghan Trainor,14,216186,-0.01%,https://www.youtube.com/watch?v=cMTAUr3Nm6I
91,75,La Fine Del Mondo,Me contro Te,7,214668,-0.21%,https://www.youtube.com/watch?v=YplxiWFyJXE
92,n/a,Human,Rag'n'Bone Man,23,214105,n/a,https://www.youtube.com/watch?v=L3wKzyIN1yk
93,100,Whenever Wherever,Shakira,4,213845,0.11%,https://www.youtube.com/watch?v=weRHyjj34ZE
94,n/a,Addio Mio Amore,Tiziano Ferro,1,213826,n/a,https://www.youtube.com/watch?v=JA4zsHWT6_0
95,91,NOTTI BLU,Alessandra Amoroso,16,212467,0.01%,https://www.youtube.com/watch?v=Rpwob6I58-k
96,n/a,Bad Romance,Lady Gaga,4,210754,n/a,https://www.youtube.com/watch?v=qrO4YZeyl0I
97,n/a,Poker Face,Lady Gaga,8,209255,n/a,https://www.youtube.com/watch?v=bESGLojNYSo
98,96,Counting Stars,OneRepublic,18,208944,0.05%,https://www.youtube.com/watch?v=hT_nvWreIhg
99,92,Me Gustas Tu,Manu Chao,3,208144,0%,https://www.youtube.com/watch?v=rs6Y4kZ8qtw
100,90,Take 4,Shiva,18,207075,-0.03%,https://www.youtube.com/watch?v=dWcipGS717Q
