Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
30,27,tutta la notte,Sangiovanni,10,713968,-0.06%,https://www.youtube.com/watch?v=KQ2MthnRg1w
31,n/a,Ortica,Arisa,1,639834,n/a,https://www.youtube.com/watch?v=80pjmItGHPU
32,29,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,6,629944,-0.02%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
33,31,LUNA (feat. Gaia),Madame,5,614124,0.04%,https://www.youtube.com/watch?v=byA9OCbO-y0
34,34,Figlia di...,Loredana Berté,9,607014,0.1%,https://www.youtube.com/watch?v=Aa1UVNDCjaw
35,33,Aggio Perzo 'o Suonno,Neffa & Coez & TY1,8,606776,0.05%,https://www.youtube.com/watch?v=BPu8cCxGSC0
36,28,Non Fare Così,Capo Plaza,14,594188,-0.09%,https://www.youtube.com/watch?v=gHdd3-F4oFg
37,11,Envidioso,Capo Plaza,2,578545,-0.56%,https://www.youtube.com/watch?v=pHBqkJJrXoQ
38,48,Mediterranea,Irama,49,563449,0.18%,https://www.youtube.com/watch?v=cNZrApXrEYc
39,44,Blitz 2 (feat. Sofiane),Baby Gang & Bobo,2,549922,0.11%,https://www.youtube.com/watch?v=oDNOU7nEuac
40,41,Hecha Pa' Mi,Boza,17,531057,0.03%,https://www.youtube.com/watch?v=IOHh7vkX5O0
41,32,guccy bag,Sangiovanni,11,519686,-0.11%,https://www.youtube.com/watch?v=UK9OKTdMrYE
42,38,Another Love,Tom Odell,15,518526,-0.03%,https://www.youtube.com/watch?v=MwpMEbgC7DA
43,36,Ferma A Guardare (feat. Pinguini Tattici Nucleari),Ernia,15,512166,-0.04%,https://www.youtube.com/watch?v=CrKFI6ktBp4
44,54,Levitating (feat. DaBaby),Dua Lipa,14,511209,0.13%,https://www.youtube.com/watch?v=TUVcZfQe-Kw
45,51,Una Canzone D'Amore Buttata Via,Vasco Rossi,17,484246,0.05%,https://www.youtube.com/watch?v=30-XvAKLp0s
46,47,Your Love (9PM) (Live),ATB & Topic & A7S,7,482051,0.01%,https://www.youtube.com/watch?v=5zLAhCOAATo
47,43,Non mi basta più (feat. Chiara Ferragni),Baby K,43,469560,-0.06%,https://www.youtube.com/watch?v=4Rp6netehE4
48,50,Inuyasha,Mahmood,12,462337,-0.01%,https://www.youtube.com/watch?v=yfkp7bHyVGM
49,n/a,Paloma (feat. Anitta),Fred De Palma,39,459949,n/a,https://www.youtube.com/watch?v=U95ZtTrAp2Q
50,n/a,Ciclone (feat. Gipsy Kings Nicolas Reyes & Tonino Baliardo),Takagi & Ketra & Elodie & ,38,456920,n/a,https://www.youtube.com/watch?v=gmrBzlbSQxg
51,57,Potevi fare di più,Arisa,9,453834,0.07%,https://www.youtube.com/watch?v=BNPN2qH_yTE
52,61,Amare,La Rappresentante di Lista,8,450397,0.11%,https://www.youtube.com/watch?v=iY9YsLvNNt8
53,52,No Cap (feat. Geolier),Emis Killa & Jake La Furia,9,448827,-0.02%,https://www.youtube.com/watch?v=14tuRJKa91c
54,n/a,Bam Bam Twist (feat. Gow Tribe & Frenetik&Orang3),Achille Lauro,30,435446,n/a,https://www.youtube.com/watch?v=zrvxL1REEVg
55,40,Runaway,AURORA,3,431295,-0.17%,https://www.youtube.com/watch?v=-lC84ZqPvNI
56,49,Pezzo Di Cuore,Emma & Alessandra Amoroso,15,427966,-0.09%,https://www.youtube.com/watch?v=NEMWc5OWCC8
57,46,Meteoriti,Mr. Rain,4,427592,-0.11%,https://www.youtube.com/watch?v=Q1brWO76mrk
58,97,Io sì (Seen),Laura Pausini,12,423368,0.6%,https://www.youtube.com/watch?v=imjSm7FNmwE
59,66,Ride it,Regard,3,419484,0.08%,https://www.youtube.com/watch?v=ucVUEmjKsko
60,55,Street,Capo Plaza,14,406695,-0.07%,https://www.youtube.com/watch?v=oJmpllW2EqQ
61,53,Mai Dire Mai (La Locura),Willie Peyote,8,398040,-0.12%,https://www.youtube.com/watch?v=fJtnqQ1RTg4
62,58,Mille Parole,Aka 7even,3,397240,-0.05%,https://www.youtube.com/watch?v=hnLwK0chiq4
63,n/a,Cagoule,SIMBA LA RUE,1,386388,n/a,https://www.youtube.com/watch?v=3Thf4eeJi2A
64,80,Leave The Door Open,Silk Sonic & Bruno Mars & Anderson .Paak,3,381937,0.24%,https://www.youtube.com/watch?v=adLGHcj_fmA
65,62,Someone You Loved, & Donghun & Chan,18,380130,-0.05%,https://www.youtube.com/watch?v=S5QCIWRiO3M
66,64,Lola,Niko Pandetta & Tempoxso,8,379730,-0.04%,https://www.youtube.com/watch?v=Zq64gX7toQE
67,67,Astronaut In The Ocean,Masked Wolf,12,379434,0%,https://www.youtube.com/watch?v=MEg-oqI9qmw
68,22,La Scelta,Caparezza,2,376159,-0.56%,https://www.youtube.com/watch?v=D8ZVhvXqUzI
69,n/a,Per davvero,Valerio Mazzei,1,371084,n/a,https://www.youtube.com/watch?v=tO9KNkoZt04
70,n/a,MARILÙ,Achille Lauro,2,362781,n/a,https://www.youtube.com/watch?v=0V-8jrJ0eSA
71,n/a,Buongiorno vita,Ultimo,1,359620,n/a,https://www.youtube.com/watch?v=A9IRDmp6B9E
72,60,Parlami,Fasma & ,9,354679,-0.13%,https://www.youtube.com/watch?v=H0C63z3DPE0
73,n/a,Follow You,Imagine Dragons,2,353976,n/a,https://www.youtube.com/watch?v=k3zimSRKqNw
74,68,Ancora in due,Deddy,4,343786,-0.08%,https://www.youtube.com/watch?v=rlh-M-nEz_c
75,63,Arcade (feat. FLETCHER),Duncan Laurence,10,342816,-0.14%,https://www.youtube.com/watch?v=51u5fnyrGj4
76,76,Magia,Alvaro Soler,2,341006,0.02%,https://www.youtube.com/watch?v=Irwea_BVBhI
77,73,SPLASH (feat. Enzo Dong),MV Killa & Yung Snapp,19,338854,-0.02%,https://www.youtube.com/watch?v=04nnME7dTG0
78,n/a,Sangria (feat. Astol),Emma Muscat,22,338093,n/a,https://www.youtube.com/watch?v=9t7yMZhWEIo
79,45,Lifestyle,Guè & DJ Harsh,3,335925,-0.31%,https://www.youtube.com/watch?v=n0YmcbgZJ5k
80,56,Occhi Lucidi,Leon Faun,7,333002,-0.22%,https://www.youtube.com/watch?v=Rv_J12YIQIA
81,94,hype,Sangiovanni,2,329669,0.2%,https://www.youtube.com/watch?v=DzySuXyCM2Y
82,79,Love Not War,Jason Derulo & ,18,327598,0.04%,https://www.youtube.com/watch?v=fZMRc-UyPm0
83,70,L'urlo di Munch,Emanuele Aloia,13,315496,-0.12%,https://www.youtube.com/watch?v=sCusl2wiKMA
84,71,CORALINE,Måneskin,6,305731,-0.15%,https://www.youtube.com/watch?v=CmMO42bOTZ4
85,87,Mille guerre (feat. Daniele De Martino),Marika Tarascio,4,300753,0.03%,https://www.youtube.com/watch?v=BDMc6GgaZ7A
86,42,SHOW NO LOVE (Freestyle),Rondodasosa,2,299969,-0.41%,https://www.youtube.com/watch?v=KKq7S07Hxmc
87,90,A vita mia si tu,Marsica & Gianluca Capozzi,7,298092,0.04%,https://www.youtube.com/watch?v=i58cPfcTsLE
88,65,Champagne 4 The Pain (feat. Gemitaiz & Noyz Narcos),Guè & DJ Harsh,3,297569,-0.24%,https://www.youtube.com/watch?v=aeDOhNSpAtM
89,77,Motorola,Morad,14,296614,-0.1%,https://www.youtube.com/watch?v=hueE1VHushU
90,93,Entre Tú y Yo,Chema Rivas,15,291543,0.05%,https://www.youtube.com/watch?v=nX9u9Xpr8_U
91,n/a,Waka Waka (Esto es Africa),Shakira,21,289193,n/a,https://www.youtube.com/watch?v=pRpeEdMmmQ0
92,n/a,Pazzo e Te,Niko Pandetta & Gianni Celeste,11,282897,n/a,https://www.youtube.com/watch?v=2sL5GuXcJ3U
93,98,Rasputin (Live),Boney M,4,282757,0.07%,https://www.youtube.com/watch?v=16y1AkoZkmQ
94,89,Mantieni il bacio,Michele Bravi,12,281069,-0.02%,https://www.youtube.com/watch?v=jYifnGo7mxg
95,n/a,22 Settembre,,21,279266,n/a,https://www.youtube.com/watch?v=xAvPkZ99Jfo
96,92,Eterno ammore,Gianni Fiorellino & Giusy Attanasio,11,278907,-0.03%,https://www.youtube.com/watch?v=CPpWVZ3orY0
97,n/a,L'Amour Toujours,Gigi D'Agostino,22,265746,n/a,https://www.youtube.com/watch?v=w15oWDh02K4
98,86,Je ne sais pas,Lous and the Yakuza & Sfera Ebbasta & Shablo,9,265159,-0.1%,https://www.youtube.com/watch?v=BpreyqrnMjE
99,n/a,SnoB (feat. Rosa Chemical),Alfa,1,264397,n/a,https://www.youtube.com/watch?v=UmHqnIHnx1M
100,n/a,Thunderstruck,AC/DC,9,264348,n/a,https://www.youtube.com/watch?v=v2AC41dglnM
