Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Sinceramente,Annalisa,2,12439387,2.47%,https://www.youtube.com/watch?v=NfEp5l0UMBE
2,55,La rondine,Angelina Mango,3,12382176,32.54%,https://www.youtube.com/watch?v=6hX-5NAp41I
3,3,I P’ ME TU P’ TE,Geolier,2,10366723,2.28%,https://www.youtube.com/watch?v=qon1NJ6D3co
4,6,TUTA GOLD,Mahmood,2,9338114,6.3%,https://www.youtube.com/watch?v=Pz168-XMNIk
5,2,la noia,Angelina Mango,2,9065197,1.74%,https://www.youtube.com/watch?v=psiytW9Or2s
6,4,Tu No,Irama,2,6630485,1.66%,https://www.youtube.com/watch?v=m7-hIpk6vNI
7,11,Casa Mia,Ghali,2,5377708,3.85%,https://www.youtube.com/watch?v=hdcIhDr2MG0
8,7,UN RAGAZZO UNA RAGAZZA,The Kolors,2,4411592,2.57%,https://www.youtube.com/watch?v=L6c_NhXeGYo
9,57,CLICK BOOM!,Rose Villain,2,2194634,5.31%,https://www.youtube.com/watch?v=8mCBkGR_PRc
10,12,DUE ALTALENE,Mr. Rain,2,2071396,0.93%,https://www.youtube.com/watch?v=S9jE_80Bnm8
11,66,Onda Alta,Dargen D'Amico,2,2060588,5.78%,https://www.youtube.com/watch?v=kgmlAjANbE4
12,18,Pazza,Loredana Berté,2,1976493,1.41%,https://www.youtube.com/watch?v=RipSewkfsUg
13,28,Vai!,Alfa,2,1969383,2.62%,https://www.youtube.com/watch?v=Z6X3K13EqQI
14,10,Mariposa (LIve),Fiorella Mannoia,2,1857820,0.61%,https://www.youtube.com/watch?v=TxESTffH9nw
15,5,Che t'o dico a fa',Angelina Mango,19,1834550,0.17%,https://www.youtube.com/watch?v=cHqS0XR8pns
16,36,APNEA,Emma,2,1803155,2.88%,https://www.youtube.com/watch?v=Jf5nOnCWicA
17,19,DIAMANTI GREZZI,CLARA  ,2,1779754,1.24%,https://www.youtube.com/watch?v=XoeS9zTGFmg
18,n/a,COME VUOI,Geolier,53,1236496,n/a,https://www.youtube.com/watch?v=aL0dOoLpf7M
19,8,Due Vite,Marco Mengoni,54,1152314,-0.04%,https://www.youtube.com/watch?v=_iS4STWKSvk
20,44,Capolavoro (Live),Il Volo,2,1116889,1.62%,https://www.youtube.com/watch?v=vJ4xWqJZWkY
21,97,Ma non tutta la vita,Ricchi e Poveri,2,1039046,3.54%,https://www.youtube.com/watch?v=lhmB3KIXchA
22,45,Fino a qui,Alessandra Amoroso,2,1037869,1.45%,https://www.youtube.com/watch?v=f8T7lJILPJo
23,n/a,CHIAGNE (feat. Lazza & Takagi & Ketra),Geolier,53,1028613,n/a,https://www.youtube.com/watch?v=LvXWeSPruHM
24,26,Tutto Qui (Live),Gazzelle,2,1026362,0.72%,https://www.youtube.com/watch?v=VNnn9X4GWY0
25,9,Calcolatrici,Sfera Ebbasta & Geolier & SIMBA LA RUE,13,1017361,-0.15%,https://www.youtube.com/watch?v=J_CVyGZp4Qs
26,41,FRAGILI,Il Tre,2,1007266,1.27%,https://www.youtube.com/watch?v=y5QwrT_EobE
27,64,AUTODISTRUTTIVO,LA SAD,2,971405,2.12%,https://www.youtube.com/watch?v=R05WVYo4lsw
28,14,ITALODISCO (Karaoke Version),The Kolors,40,969833,0.04%,https://www.youtube.com/watch?v=3l9a1uvoIp0
29,n/a,La rabbia non ti basta,BigMama,1,887580,n/a,https://www.youtube.com/watch?v=UymqXckCJj8
30,13,EVERYDAY (feat. Shiva ANNA & Geolier),Takagi & Ketra,18,881351,-0.14%,https://www.youtube.com/watch?v=KKMdXAAIIMA
31,22,Ci pensiamo domani,Angelina Mango,40,878483,0.24%,https://www.youtube.com/watch?v=sagx_4ioTEk
32,60,Ti muovi,Diodato,2,759741,1.36%,https://www.youtube.com/watch?v=W8EayE3KdOE
33,15,Euforia,Annalisa,13,716964,-0.23%,https://www.youtube.com/watch?v=fQh18qAZWZU
34,84,Ricominciamo tutto,Negramaro,2,692385,1.74%,https://www.youtube.com/watch?v=-kDIB_jooQI
35,20,VETRI NERI,AVA & ANNA & Capo Plaza,39,688530,-0.1%,https://www.youtube.com/watch?v=2jCjNv1bscw
36,24,Mon Amour,Annalisa,46,650620,0.05%,https://www.youtube.com/watch?v=RzyD08-w-tk
37,17,RED,STE,5,616091,-0.3%,https://www.youtube.com/watch?v=Wn-OLoI-hfY
38,21,Vulisse fa peccato (feat. Giusy Attanasio),Nando De Marco,9,607142,-0.14%,https://www.youtube.com/watch?v=uiie1Jb9k-k
39,48,IL MALE CHE MI FAI (feat. Marracash),Geolier,44,589564,0.42%,https://www.youtube.com/watch?v=XFVFu5ltDdo
40,16,ROSSOFUOCO,Mida,14,589004,-0.35%,https://www.youtube.com/watch?v=0OFdrhcqdno
41,n/a,Cara Italia,Ghali,31,583704,n/a,https://www.youtube.com/watch?v=z3UCQj8EFGk
42,n/a,Brivido (feat. Marracash),Guè,25,572936,n/a,https://www.youtube.com/watch?v=QHD5ScEAmFI
43,n/a,l'amore in bocca,SANTI FRANCESI,1,568465,n/a,https://www.youtube.com/watch?v=quFGreXfKKg
44,n/a,X CASO (feat. Sfera Ebbasta),Geolier,52,515951,n/a,https://www.youtube.com/watch?v=UXinTUVyTMo
45,n/a,GOVERNO PUNK,bnkr44,1,497370,n/a,https://www.youtube.com/watch?v=mWCIbuJBHd8
46,n/a,P Secondigliano,Geolier & Nicola Siciliano,17,486530,n/a,https://www.youtube.com/watch?v=xlcNWxevZQA
47,25,Anche Stasera,Sfera Ebbasta & Elodie,13,477342,-0.22%,https://www.youtube.com/watch?v=kOdgi9A-AJ4
48,23,ORIGAMI ALL'ALBA - MATTEO & LOLLOFLOW,Matteo Paolillo - Icaro & Lolloflow,26,477293,-0.29%,https://www.youtube.com/watch?v=P-ZJLJCv0xs
49,46,Ovunque Sarai,Irama,49,468987,0.11%,https://www.youtube.com/watch?v=K4cPTgkYG9c
50,42,Plaza Freestyle,DJ Princex,6,468693,0.06%,https://www.youtube.com/watch?v=4siMuPDAp4c
51,29,15 Piani,Sfera Ebbasta & Marracash,13,463862,-0.14%,https://www.youtube.com/watch?v=7puLc-Nw5mc
52,n/a,Ma quale idea,Pino D'Angiò,1,443952,n/a,https://www.youtube.com/watch?v=hg9gvz5n614
53,27,Moneylove (feat. Emis Killa),Massimo Pericolo,11,440686,-0.24%,https://www.youtube.com/watch?v=hq2dg2MU6b4
54,n/a,KAYROS,Sacky,1,437536,n/a,https://www.youtube.com/watch?v=MlgyomMTjgc
55,30,Ti Sento,Matia Bazar,14,434919,-0.14%,https://www.youtube.com/watch?v=FOadUytpMEU
56,31,Petit Fou Fou,Rhove & ANNA,8,415562,-0.16%,https://www.youtube.com/watch?v=9LJ2Gr2qQrU
57,39,Seya,Morad & GIMS,15,409488,-0.09%,https://www.youtube.com/watch?v=uUAJFN7-FdQ
58,n/a,Bella d'estate,Mango,7,407113,n/a,https://www.youtube.com/watch?v=j2AJOo9zLvg
59,n/a,Il Doc 4 (feat. Ernia Emis Killa & Niky Savage),VillaBanks,1,400023,n/a,https://www.youtube.com/watch?v=pSfSoFkfAwg
60,37,Mwaki (feat. Sofiya Nzau),Zerb,5,399533,-0.13%,https://www.youtube.com/watch?v=y6iMvNkAQt4
