Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
26,n/a,Emirates,Geolier & Yung Boi,1,667432,n/a,https://www.youtube.com/watch?v=m6OAobwNcCs
27,28,EVERYDAY (feat. Shiva ANNA & Geolier),Takagi & Ketra,22,639261,-0.04%,https://www.youtube.com/watch?v=KKMdXAAIIMA
28,26,Calcolatrici,Sfera Ebbasta & Geolier & SIMBA LA RUE,17,628410,-0.11%,https://www.youtube.com/watch?v=J_CVyGZp4Qs
29,22,Eva,Kid Yugi & Tedua,2,613609,-0.26%,https://www.youtube.com/watch?v=mKvMFlBPin8
30,34,Beautiful Things,Benson Boone,6,611353,0.16%,https://www.youtube.com/watch?v=Oa_RSwwpPaA
31,n/a,PERSONALE,Mahmood & Geolier,1,607422,n/a,https://www.youtube.com/watch?v=4JuHxZCu0xI
32,n/a,Acqua Passata,Capo Plaza,1,606873,n/a,https://www.youtube.com/watch?v=xbgEiRC4Mzg
33,31,Mon Amour,Annalisa,50,592377,0.01%,https://www.youtube.com/watch?v=RzyD08-w-tk
34,29,Ci pensiamo domani,Angelina Mango,44,583709,-0.08%,https://www.youtube.com/watch?v=sagx_4ioTEk
35,30,Lilith,Kid Yugi,2,508318,-0.14%,https://www.youtube.com/watch?v=Vq5F6zj1MX4
36,33,Vulisse fa peccato (feat. Giusy Attanasio),Nando De Marco,13,504076,-0.06%,https://www.youtube.com/watch?v=uiie1Jb9k-k
37,38,Plaza Freestyle,DJ Princex,10,471703,-0.01%,https://www.youtube.com/watch?v=4siMuPDAp4c
38,35,ROSSOFUOCO,Mida,18,458416,-0.1%,https://www.youtube.com/watch?v=0OFdrhcqdno
39,37,Tutto Qui (Live),Gazzelle,6,452493,-0.07%,https://www.youtube.com/watch?v=VNnn9X4GWY0
40,52,Lose Control (Live),Teddy Swims,8,443096,0.16%,https://www.youtube.com/watch?v=GZ3zL7kT6_c
41,36,Euforia,Annalisa,17,435340,-0.14%,https://www.youtube.com/watch?v=fQh18qAZWZU
42,40,MA CHE IDEA,bnkr44 & Pino D'Angiò,4,424575,0.01%,https://www.youtube.com/watch?v=nv2wblCeb5Q
43,45,Bee,Vale Lambo,8,414802,0.03%,https://www.youtube.com/watch?v=3oEqKPsr7Ms
44,n/a,IL MALE CHE MI FAI (feat. Marracash),Geolier,47,389555,n/a,https://www.youtube.com/watch?v=XFVFu5ltDdo
45,n/a,TORNERAI,Petit,1,383129,n/a,https://www.youtube.com/watch?v=e9KBgD_FkPM
46,43,Seya,Morad & GIMS,19,383106,-0.07%,https://www.youtube.com/watch?v=uUAJFN7-FdQ
47,n/a,COME UN TUONO (feat. Guè),Rose Villain,1,382801,n/a,https://www.youtube.com/watch?v=u-cx3TN7Sho
48,55,N'ata vot (Perdono),Le-one,10,377767,0.05%,https://www.youtube.com/watch?v=gnOBHBYJKxs
49,47,Mwaki (feat. Sofiya Nzau),Zerb,9,375056,-0.06%,https://www.youtube.com/watch?v=y6iMvNkAQt4
50,41,bellissimissima <3,Alfa,39,374480,-0.1%,https://www.youtube.com/watch?v=330xZ5xFF68
51,48,Anche Stasera,Sfera Ebbasta & Elodie,17,373766,-0.06%,https://www.youtube.com/watch?v=kOdgi9A-AJ4
52,n/a,Fantasmi (feat. Geolier),Rose Villain,26,368423,n/a,https://www.youtube.com/watch?v=C3kplnH34qY
53,46,15 Piani,Sfera Ebbasta & Marracash,17,367306,-0.08%,https://www.youtube.com/watch?v=7puLc-Nw5mc
54,39,AUTODISTRUTTIVO,LA SAD,6,367000,-0.2%,https://www.youtube.com/watch?v=R05WVYo4lsw
55,53,La rabbia non ti basta,BigMama,5,355277,-0.03%,https://www.youtube.com/watch?v=UymqXckCJj8
56,49,Ti Sento,Matia Bazar,18,355154,-0.09%,https://www.youtube.com/watch?v=FOadUytpMEU
57,57,FULL FULL,VMONSTER,2,345794,-0.02%,https://www.youtube.com/watch?v=qxEnZKIqSzo
58,59,The Sound of Silence,Disturbed,3,340502,0.02%,https://www.youtube.com/watch?v=u9Dg-g7t2l4
59,n/a,we can't be friends (wait for your love),Ariana Grande,1,340142,n/a,https://www.youtube.com/watch?v=KNtJGQkC-WI
60,58,CRUDELIA - I nervi,Marracash,23,338921,0.01%,https://www.youtube.com/watch?v=h0OAYO6x2uA
61,42,FRAGILI,Il Tre,6,336101,-0.19%,https://www.youtube.com/watch?v=y5QwrT_EobE
62,50,Ti muovi,Diodato,6,335265,-0.13%,https://www.youtube.com/watch?v=W8EayE3KdOE
63,n/a,Sogna Ragazzo Sogna,Alfa & Roberto Vecchioni,1,327898,n/a,https://www.youtube.com/watch?v=pb71X4HLKpQ
64,n/a,EL MATADOR,Elmatadormc7,1,320377,n/a,https://www.youtube.com/watch?v=JpDcv1it11w
65,60,Moneylove (feat. Emis Killa),Massimo Pericolo,15,309947,-0.07%,https://www.youtube.com/watch?v=hq2dg2MU6b4
66,51,TEKKEN (feat. SIMBA LA RUE),Niky Savage,3,300299,-0.22%,https://www.youtube.com/watch?v=iIik9B-TZSY
67,56,RED,STE,9,286167,-0.21%,https://www.youtube.com/watch?v=Wn-OLoI-hfY
68,89,Buscando Money,TWENTY SIX & Tayson Kryss,3,284585,0.37%,https://www.youtube.com/watch?v=Dd2R50wWoAM
69,63,TUNNEL,SIMBA LA RUE & FT Kings,10,278660,-0.1%,https://www.youtube.com/watch?v=CmcyjbJ7Q1w
70,67,Petit Fou Fou,Rhove & ANNA,12,274132,-0.06%,https://www.youtube.com/watch?v=9LJ2Gr2qQrU
71,71,Soli A Milano,Club Dogo & Elodie,9,273739,0.03%,https://www.youtube.com/watch?v=Sc430QRHW9c
72,32,Ex Angelo,Kid Yugi & Sfera Ebbasta & Shablo,2,261726,-0.52%,https://www.youtube.com/watch?v=iNzylCe3ZnQ
73,72,Lej,Don Xhoni & Dhurata Dora,12,246702,-0.07%,https://www.youtube.com/watch?v=Y-gJhIl4pdc
74,86,Training Season,Dua Lipa,3,245688,0.15%,https://www.youtube.com/watch?v=ZjBZ8MUnB0E
75,54,SOLDI A CASA (feat. Ghali),SIMBA LA RUE & FT Kings,6,245517,-0.33%,https://www.youtube.com/watch?v=o47d7fPjFz8
76,75,IO ME ED ALTRI GUAI,Rose Villain,19,244316,0%,https://www.youtube.com/watch?v=FLGv5HulDLo
77,n/a,Unstoppable,Sia,31,240318,n/a,https://www.youtube.com/watch?v=cfhwSpSDA9c
78,61,Foglie D'Autunno,Matteo Paolillo - Icaro & Lolloflow,4,236839,-0.25%,https://www.youtube.com/watch?v=tCxaQbx_C2E
79,65,l'amore in bocca,SANTI FRANCESI,5,236634,-0.2%,https://www.youtube.com/watch?v=quFGreXfKKg
80,95,TEXAS HOLD 'EM,Beyoncé,2,231754,0.2%,https://www.youtube.com/watch?v=jCOX8dT9q8M
81,66,GOVERNO PUNK,bnkr44,5,230346,-0.22%,https://www.youtube.com/watch?v=mWCIbuJBHd8
82,44,Denaro,Kid Yugi & SIMBA LA RUE,2,227828,-0.44%,https://www.youtube.com/watch?v=seeofUsSRJc
83,76,Il Doc 4 (feat. Ernia Emis Killa & Niky Savage),VillaBanks,5,213664,-0.1%,https://www.youtube.com/watch?v=pSfSoFkfAwg
84,81,Baby U Want Me (feat. Geolier),Vale Lambo,9,213067,-0.05%,https://www.youtube.com/watch?v=n3IWsifkktA
85,n/a,Mentalité,Baby Gang,25,212846,n/a,https://www.youtube.com/watch?v=BD4fvzDcORo
86,n/a,HATTORI HANZO (feat. Madame),Rose Villain,1,211843,n/a,https://www.youtube.com/watch?v=BJKmXkupOMM
87,80,LATITANTE,SIMBA LA RUE,10,209982,-0.07%,https://www.youtube.com/watch?v=bvLqpJ301iI
88,n/a,Gata Only,FloyyMenor & Cris Mj,1,205263,n/a,https://www.youtube.com/watch?v=-r687V8yqKY
89,82,TU RIEST TU (feat. Nello Amato),VMONSTER,9,204320,-0.07%,https://www.youtube.com/watch?v=HSu9vx2PZ0Y
90,78,Ancora ancora ancora [Mark Ronson Remix] (Extended Version (Mark Ronson Remix)),Mina Mazzini,20,204029,-0.13%,https://www.youtube.com/watch?v=J63lWNKpmNs
91,n/a,SOLO STANOTTE,Holden,1,202405,n/a,https://www.youtube.com/watch?v=uKnaKrukTWI
92,87,Unwritten,Natasha Bedingfield,7,201310,-0.04%,https://www.youtube.com/watch?v=b7k0a5hYnSI
93,91,Core Mio,Jhosef,18,200743,-0.01%,https://www.youtube.com/watch?v=FjpXHEYYkoQ
94,94,SPETTACOLARE,Maninni,5,200146,0.03%,https://www.youtube.com/watch?v=L87TIGYLzEg
95,85,BOULEVARD,Artie 5ive & Rondodasosa,9,198497,-0.07%,https://www.youtube.com/watch?v=lyYuFIqbsbE
96,92,Houdini,Dua Lipa,18,194089,-0.04%,https://www.youtube.com/watch?v=suAR1PYFNYA
97,88,Mi gyal,Daviles de Novelda & DaniMflow,5,191552,-0.08%,https://www.youtube.com/watch?v=KcOMNtIRX9s
98,n/a,Primmavera,Franco Ricciardi,15,190726,n/a,https://www.youtube.com/watch?v=CXkcUB9Mr_s
99,n/a,Hotel California (Live),The Eagles,18,187077,n/a,https://www.youtube.com/watch?v=09839DpTctU
100,98,Sigue,Beny Jr & Morad & K y B,18,185829,0%,https://www.youtube.com/watch?v=jH6pCB61Bzk
